,Symbol,Weight,Ticker
378,ZP365714     Corp,0.0911227079438418,
379,BK113172     Corp,0.0912817623678588,
380,BK518133     Corp,0.0911316677221406,
381,ZP852519     Corp,0.09107257580124116,
382,AQ312627     Corp,0.09136201470854306,
383,ZS569563     Corp,0.0907533528663132,
384,AU801924     Corp,0.0906844856484381,
385,BK767117     Corp,0.0901128543801383,
386,AL580112     Corp,0.09060532819179422,
387,AW316522     Corp,0.09058171213680537,
388,JK504173     Corp,0.09031220780017957,
389,AQ389129     Corp,0.09036984616951416,
390,AV132082     Corp,0.090231475147116,
391,ZS780243     Corp,0.08985372569078902,
392,ZP328762     Corp,0.09039918403209464,
393,QZ083475     Corp,0.09035652292438744,
394,LW078953     Corp,0.09019540407309128,
395,BM349505     Corp,0.08938532349972764,
396,AP302778     Corp,0.0892333735691062,
397,BK893559     Corp,0.08911255917740772,
398,ZS348387     Corp,0.08874869225936112,
399,BG342732     Corp,0.08875070542546631,
400,AL016485     Corp,0.08832184705209976,
401,ZQ473326     Corp,0.08835568264078983,
402,BK860051     Corp,0.08810787166339552,
403,JK601992     Corp,0.08835625816397039,
404,BK699687     Corp,0.08811843242939432,
405,ZR551828     Corp,0.08759279697689676,
406,ZO393316     Corp,0.08776699980094334,
407,ZS276895     Corp,0.08792434083227221,
408,BK523437     Corp,0.0875640948974976,
409,BK507712     Corp,0.0877294437598067,
410,ZO104102     Corp,0.08728273420485679,
411,ZQ131753     Corp,0.0872232861875262,
412,BJ481417     Corp,0.08717005957336682,
413,JV891745     Corp,0.0871100039745353,
414,ZP852517     Corp,0.0866482812429975,
415,ZR530868     Corp,0.08693084809981344,
416,AP788518     Corp,0.08552674396325645,
417,BJ930864     Corp,0.08658110596525025,
418,BK671336     Corp,0.08651368804056662,
419,ZS915501     Corp,0.08621488055112081,
420,ZS525237     Corp,0.0861688145926777,
421,ZO860846     Corp,0.08624548989971717,
422,AX667940     Corp,0.08594662560517731,
423,ZQ644315     Corp,0.08433454677079116,
424,BK549178     Corp,0.08576627441308049,
425,ZP303438     Corp,0.08553633221318975,
426,BI026635     Corp,0.08565043830091097,
427,BJ631105     Corp,0.08555723391670465,
428,ZO086468     Corp,0.08539601848871395,
429,AZ988251     Corp,0.0856812641837767,
430,ZQ911288     Corp,0.08521739756210543,
431,ZR642479     Corp,0.08539198074727672,
432,AZ775031     Corp,0.0848360859362672,
433,BJ090200     Corp,0.08491586278537215,
434,ZS463445     Corp,0.08508956127338574,
435,BJ575839     Corp,0.0848384758478971,
436,AZ909225     Corp,0.08477558971631016,
437,AT541290     Corp,0.08464025057541659,
438,BK766848     Corp,0.08454739971654804,
439,ZO861053     Corp,0.08441856479909585,
440,BK562978     Corp,0.08449487171666406,
441,BJ816409     Corp,0.08422139937950861,
442,ZS414351     Corp,0.08406697774434957,
443,AM359285     Corp,0.0838771352807473,
444,ZO515278     Corp,0.0839018107868961,
445,BJ820080     Corp,0.08363613577245156,
446,AM231484     Corp,0.08353640868507027,
447,BJ304053     Corp,0.08363811631780968,
448,JK829739     Corp,0.08343865089451366,
449,AL531018     Corp,0.08310291639799243,
450,AX548358     Corp,0.08330973788010049,
451,BK152671     Corp,0.08329619223539766,
452,BK766850     Corp,0.08333905236180066,
453,ZS095030     Corp,0.08320171001778869,
454,AZ625882     Corp,0.08313683426167019,
455,BK821540     Corp,0.08299824911540266,
456,ZR578928     Corp,0.0830182698980532,
457,ZO823829     Corp,0.08294118225191523,
458,AW489744     Corp,0.08259172068791555,
459,ZQ770285     Corp,0.08251465248567115,
460,AN062978     Corp,0.08259483878139458,
461,ZO479921     Corp,0.08221334573278075,
462,ZS279670     Corp,0.08218941319226793,
463,AN258612     Corp,0.08233051005571354,
464,AP135793     Corp,0.08172981386246338,
465,ZS525266     Corp,0.08220176617103585,
466,BK804380     Corp,0.08189954659965401,
467,AX734897     Corp,0.08192673526922087,
468,BH630788     Corp,0.0817871859629413,
469,ZR462627     Corp,0.08130748646797856,
470,ZP077037     Corp,0.081558476200586,
471,AP362087     Corp,0.08127463641151415,
472,ZQ681278     Corp,0.08142427131359994,
473,AO181455     Corp,0.0815309020277076,
474,AX544262     Corp,0.08094917841448153,
475,ZQ359791     Corp,0.08110465347480039,
476,AO428262     Corp,0.08130033055271567,
477,AZ016832     Corp,0.08115646646968876,
478,AM675045     Corp,0.0811155865672572,
479,AV438089     Corp,0.08115367787789386,
480,ZS422615     Corp,0.08110969482646348,
481,AR635813     Corp,0.08051275475958031,
482,AN258530     Corp,0.08070983460996647,
483,AN446267     Corp,0.08049512557583971,
484,AT286413     Corp,0.08053303658855411,
485,AV029124     Corp,0.08046112383024089,
486,BJ424433     Corp,0.08048898050200283,
487,BM585212     Corp,0.08024673409377145,
488,ZO479576     Corp,0.0803409588806572,
489,BK766698     Corp,0.0800644873630909,
490,AZ302464     Corp,0.08016412004313765,
491,ZS525417     Corp,0.07977667643996936,
492,BK622401     Corp,0.07984876837135148,
493,BM121846     Corp,0.07979051502862253,
494,AS462168     Corp,0.08004048773311058,
495,AR897959     Corp,0.07984641549953538,
496,BK417152     Corp,0.079557285444824,
497,BJ878470     Corp,0.0795598383798426,
498,AN528234     Corp,0.07971050011234125,
499,BJ765511     Corp,0.07900329910821165,
500,JK774647     Corp,0.0789777787568523,
501,AL016442     Corp,0.07903608761912863,
502,ZQ620012     Corp,0.07901972863585724,
503,AQ748584     Corp,0.07918377242724335,
504,ZQ947013     Corp,0.07883059129461048,
505,BJ575817     Corp,0.078889635810976,
506,BK188051     Corp,0.07887502364460648,
507,ZO037686     Corp,0.07870004306481686,
508,ZR583200     Corp,0.0787377899292892,
509,BK767597     Corp,0.0785212955118601,
510,BK055037     Corp,0.078329736923783,
511,AW659861     Corp,0.07857090781152093,
512,ZO531771     Corp,0.07832463531211918,
513,ZQ213944     Corp,0.07755575249260438,
514,ZS368164     Corp,0.07812487340961945,
515,ZO755206     Corp,0.07799281763530029,
516,BK893555     Corp,0.07795901346215728,
517,BJ095911     Corp,0.0778415493658074,
518,LW519626     Corp,0.07746520573512466,
519,ZO418907     Corp,0.07782479226479769,
520,ZP609625     Corp,0.07765554273246644,
521,BH841631     Corp,0.07762493699947012,
522,AQ218360     Corp,0.0774403082311331,
523,ZQ630168     Corp,0.07725795150586451,
524,AN947452     Corp,0.07758622886746575,
525,ZQ225609     Corp,0.0769653996472703,
526,BM042107     Corp,0.07704845705081631,
527,QZ634066     Corp,0.07694930926290898,
528,BM020293     Corp,0.07707772428867589,
529,BK437758     Corp,0.07660086231662866,
530,AL955914     Corp,0.0766899372035033,
531,AL730261     Corp,0.07613501828311929,
532,QZ258108     Corp,0.07628208024386622,
533,BH533496     Corp,0.07618239823096552,
534,BM662133     Corp,0.07609352517492006,
535,AQ689987     Corp,0.07550058532758028,
536,ZR560157     Corp,0.07609592175532337,
537,ZP995826     Corp,0.07602136294020373,
538,ZP566477     Corp,0.07576921814390182,
539,AW102287     Corp,0.07602566654876425,
540,BK589651     Corp,0.07571220334505505,
541,ZO419252     Corp,0.07564389686657362,
542,ZR958107     Corp,0.07573684205243003,
543,AZ856464     Corp,0.07535409125708045,
544,ZS915465     Corp,0.07552010257766452,
545,AW649572     Corp,0.07573016588711981,
546,BH962217     Corp,0.07539790927645544,
547,BK673417     Corp,0.07515574650910513,
548,BJ667062     Corp,0.07512611489910766,
549,AT108482     Corp,0.07533711199753465,
550,BK913499     Corp,0.07519218790092114,
551,AP122112     Corp,0.0756592872707662,
