,,Weights
"3,18",DHY,0.0114
"3,18",MCI,0.00072
"3,18",AWF,0.00072
"3,18",DHF,0.04072
"3,18",BGH,0.0
"3,18",EAD,0.09806
"3,18",RA,0.0
"3,18",KIO,0.01
"3,18",ISD,0.32149
"3,18",VLT,0.0
"3,18",FSD,0.1504
"3,18",GHY,0.0
"3,18",JLS,0.00226
"3,18",IVH,0.0
"3,18",AIF,0.0
"3,18",HYB,0.36283
"3,18",EIC,0.0
"3,17",DHY,0.06018
"3,17",MCI,0.0
"3,17",AWF,0.0
"3,17",DHF,0.03
"3,17",BGH,0.0
"3,17",EAD,0.11341
"3,17",RA,0.0
"3,17",KIO,0.0
"3,17",ISD,0.28563
"3,17",VLT,0.00118
"3,17",FSD,0.11446
"3,17",GHY,0.0
"3,17",JLS,0.0
"3,17",IVH,0.0
"3,17",AIF,0.0
"3,17",HYB,0.39515
"3,17",EIC,0.0
"3,16",MCI,0.0007
"3,16",AWF,0.0007
"3,16",DHF,0.0307
"3,16",BGH,0.01
"3,16",EAD,0.11138
"3,16",RA,0.0
"3,16",KIO,0.02
"3,16",ISD,0.31367
"3,16",VLT,0.0
"3,16",FSD,0.13059
"3,16",GHY,0.00259
"3,16",JLS,0.0
"3,16",IVH,0.0
"3,16",AIF,0.0
"3,16",HYB,0.37966
"3,16",EIC,0.0
"3,15",AWF,0.00192
"3,15",DHF,0.04192
"3,15",BGH,0.0
"3,15",EAD,0.10893
"3,15",RA,0.0
"3,15",KIO,0.01
"3,15",ISD,0.3041
"3,15",VLT,0.0
"3,15",FSD,0.12053
"3,15",GHY,0.00275
"3,15",JLS,0.0
"3,15",IVH,0.0
"3,15",AIF,0.0
"3,15",HYB,0.40984
"3,15",EIC,0.0
"3,14",DHF,0.08535
"3,14",BGH,0.00249
"3,14",EAD,0.12249
"3,14",RA,0.0
"3,14",KIO,0.0
"3,14",ISD,0.25136
"3,14",VLT,0.0
"3,14",FSD,0.11469
"3,14",GHY,0.0
"3,14",JLS,0.0
"3,14",IVH,0.0
"3,14",AIF,0.0
"3,14",HYB,0.42361
"3,14",EIC,0.0
"3,13",BGH,0.02464
"3,13",EAD,0.13265
"3,13",RA,0.0039
"3,13",KIO,0.0039
"3,13",ISD,0.2839
"3,13",VLT,0.0119
"3,13",FSD,0.10951
"3,13",GHY,0.0
"3,13",JLS,0.0
"3,13",IVH,0.0
"3,13",AIF,0.0
"3,13",HYB,0.42963
"3,13",EIC,0.0
"3,12",EAD,0.1529
"3,12",RA,0.00093
"3,12",KIO,0.00468
"3,12",ISD,0.29468
"3,12",VLT,0.00218
"3,12",FSD,0.11472
"3,12",GHY,0.0
"3,12",JLS,0.0
"3,12",IVH,0.0
"3,12",AIF,0.0
"3,12",HYB,0.42993
"3,12",EIC,0.0
"3,11",RA,0.00336
"3,11",KIO,0.05336
"3,11",ISD,0.32752
"3,11",VLT,0.0
"3,11",FSD,0.13169
"3,11",GHY,0.0
"3,11",JLS,0.0
"3,11",IVH,0.0
"3,11",AIF,0.0
"3,11",HYB,0.48407
"3,11",EIC,0.0
"3,10",KIO,0.08921
"3,10",ISD,0.32546
"3,10",VLT,0.0
"3,10",FSD,0.12672
"3,10",GHY,0.0
"3,10",JLS,0.0
"3,10",IVH,0.0
"3,10",AIF,0.0
"3,10",HYB,0.45862
"3,10",EIC,0.0
"3,9",ISD,0.38138
"3,9",VLT,0.0
"3,9",FSD,0.13013
"3,9",GHY,0.0
"3,9",JLS,0.0
"3,9",IVH,0.0
"3,9",AIF,0.0
"3,9",HYB,0.48848
"3,9",EIC,0.0
"3,8",VLT,0.03214
"3,8",FSD,0.18875
"3,8",GHY,0.0
"3,8",JLS,0.0
"3,8",IVH,0.0
"3,8",AIF,0.02455
"3,8",HYB,0.75455
"3,8",EIC,0.0
"3,7",FSD,0.20186
"3,7",GHY,0.00019
"3,7",JLS,0.01019
"3,7",IVH,0.00059
"3,7",AIF,0.01559
"3,7",HYB,0.77159
"3,7",EIC,0.0
"3,6",GHY,0.00117
"3,6",JLS,0.01117
"3,6",IVH,0.01
"3,6",AIF,0.08
"3,6",HYB,0.89767
"3,6",EIC,0.0
"3,5",JLS,0.02083
"3,5",IVH,0.01
"3,5",AIF,0.08
"3,5",HYB,0.88917
"3,5",EIC,0.0
"3,4",IVH,0.02
"3,4",AIF,0.08
"3,4",HYB,0.9
"3,4",EIC,0.0
"3,3",AIF,0.08833
"3,3",HYB,0.91167
"3,3",EIC,0.0
"4,38",CIF,0.15019
"4,38",EHT,0.0
"4,38",JCO,0.0
"4,38",BGIO,0.0
"4,38",JHB,0.0
"4,38",IHTA,0.0
"4,38",DMO,0.0
"4,38",HYT,0.07
"4,38",HNW,0.0
"4,38",JHAA,0.0
"4,38",IHIT,0.0
"4,38",HIX,0.0
"4,38",EHI,0.0
"4,38",PHT,0.0
"4,38",HYI,0.0
"4,38",OPP,0.0
"4,38",MCR,0.0
"4,38",CIK,0.0
"4,38",NHS,0.12
"4,38",HIO,0.0
"4,38",MPV,0.0
"4,38",DHY,0.0
"4,38",MCI,0.0
"4,38",AWF,0.0
"4,38",DHF,0.0
"4,38",BGH,0.0
"4,38",EAD,0.0
"4,38",RA,0.0
"4,38",KIO,0.0
"4,38",ISD,0.0
"4,38",VLT,0.0
"4,38",FSD,0.0
"4,38",GHY,0.0
"4,38",JLS,0.0
"4,38",IVH,0.0
"4,38",AIF,0.0
"4,38",HYB,0.65518
"4,38",EIC,0.00463
"4,37",EHT,0.00015
"4,37",JCO,0.00015
"4,37",BGIO,0.00015
"4,37",JHB,0.00015
"4,37",IHTA,0.00015
"4,37",DMO,0.00015
"4,37",HYT,0.00015
"4,37",HNW,0.00015
"4,37",JHAA,0.00015
"4,37",IHIT,0.00015
"4,37",HIX,0.00015
"4,37",EHI,0.00015
"4,37",PHT,0.00015
"4,37",HYI,0.00015
"4,37",OPP,0.00015
"4,37",MCR,0.00015
"4,37",CIK,0.00015
"4,37",NHS,0.00015
"4,37",HIO,0.00015
"4,37",MPV,0.00015
"4,37",DHY,0.00015
"4,37",MCI,0.00015
"4,37",AWF,0.00015
"4,37",DHF,0.00015
"4,37",BGH,0.00015
"4,37",EAD,0.00015
"4,37",RA,0.00015
"4,37",KIO,0.00015
"4,37",ISD,0.00015
"4,37",VLT,0.00015
"4,37",FSD,0.00015
"4,37",GHY,0.00015
"4,37",JLS,0.00015
"4,37",IVH,0.00015
"4,37",AIF,0.00015
"4,37",HYB,0.98758
"4,37",EIC,0.00703
"4,36",JCO,0.00011
"4,36",BGIO,0.00011
"4,36",JHB,0.00011
"4,36",IHTA,0.00011
"4,36",DMO,0.00011
"4,36",HYT,0.00011
"4,36",HNW,0.00011
"4,36",JHAA,0.00011
"4,36",IHIT,0.00011
"4,36",HIX,0.00011
"4,36",EHI,0.00011
"4,36",PHT,0.00011
"4,36",HYI,0.00011
"4,36",OPP,0.00011
"4,36",MCR,0.00011
"4,36",CIK,0.00011
"4,36",NHS,0.00011
"4,36",HIO,0.00011
"4,36",MPV,0.00011
"4,36",DHY,0.00011
"4,36",MCI,0.00011
"4,36",AWF,0.00011
"4,36",DHF,0.00011
"4,36",BGH,0.00011
"4,36",EAD,0.00011
"4,36",RA,0.00011
"4,36",KIO,0.00011
"4,36",ISD,0.00011
"4,36",VLT,0.00011
"4,36",FSD,0.00011
"4,36",GHY,0.00011
"4,36",JLS,0.00011
"4,36",IVH,0.00011
"4,36",AIF,0.00011
"4,36",HYB,0.98835
"4,36",EIC,0.00778
"4,35",BGIO,7e-05
"4,35",JHB,7e-05
"4,35",IHTA,7e-05
"4,35",DMO,7e-05
"4,35",HYT,7e-05
"4,35",HNW,7e-05
"4,35",JHAA,7e-05
"4,35",IHIT,7e-05
"4,35",HIX,7e-05
"4,35",EHI,7e-05
"4,35",PHT,7e-05
"4,35",HYI,7e-05
"4,35",OPP,7e-05
"4,35",MCR,7e-05
"4,35",CIK,7e-05
"4,35",NHS,7e-05
"4,35",HIO,7e-05
"4,35",MPV,7e-05
"4,35",DHY,7e-05
"4,35",MCI,7e-05
"4,35",AWF,7e-05
"4,35",DHF,7e-05
"4,35",BGH,7e-05
"4,35",EAD,7e-05
"4,35",RA,7e-05
"4,35",KIO,7e-05
"4,35",ISD,7e-05
"4,35",VLT,7e-05
"4,35",FSD,7e-05
"4,35",GHY,7e-05
"4,35",JLS,7e-05
"4,35",IVH,7e-05
"4,35",AIF,7e-05
"4,35",HYB,0.98916
"4,35",EIC,0.00857
"4,34",JHB,2e-05
"4,34",IHTA,2e-05
"4,34",DMO,2e-05
"4,34",HYT,2e-05
"4,34",HNW,2e-05
"4,34",JHAA,2e-05
"4,34",IHIT,2e-05
"4,34",HIX,2e-05
"4,34",EHI,2e-05
"4,34",PHT,2e-05
"4,34",HYI,2e-05
"4,34",OPP,2e-05
"4,34",MCR,2e-05
"4,34",CIK,2e-05
"4,34",NHS,2e-05
"4,34",HIO,2e-05
"4,34",MPV,2e-05
"4,34",DHY,2e-05
"4,34",MCI,2e-05
"4,34",AWF,2e-05
"4,34",DHF,2e-05
"4,34",BGH,2e-05
"4,34",EAD,2e-05
"4,34",RA,2e-05
"4,34",KIO,2e-05
"4,34",ISD,2e-05
"4,34",VLT,2e-05
"4,34",FSD,2e-05
"4,34",GHY,2e-05
"4,34",JLS,2e-05
"4,34",IVH,2e-05
"4,34",AIF,2e-05
"4,34",HYB,0.99002
"4,34",EIC,0.00941
"4,33",IHTA,0.00027
"4,33",DMO,0.00027
"4,33",HYT,0.00027
"4,33",HNW,0.00027
"4,33",JHAA,0.00027
"4,33",IHIT,0.00027
"4,33",HIX,0.00027
"4,33",EHI,0.00027
"4,33",PHT,0.00027
"4,33",HYI,0.00027
"4,33",OPP,0.00027
"4,33",MCR,0.00027
"4,33",CIK,0.00027
"4,33",NHS,0.00027
"4,33",HIO,0.00027
"4,33",MPV,0.00027
"4,33",DHY,0.00027
"4,33",MCI,0.00027
"4,33",AWF,0.00027
"4,33",DHF,0.00027
"4,33",BGH,0.00027
"4,33",EAD,0.00027
"4,33",RA,0.00027
"4,33",KIO,0.00027
"4,33",ISD,0.00027
"4,33",VLT,0.00027
"4,33",FSD,0.00027
"4,33",GHY,0.00027
"4,33",JLS,0.00027
"4,33",IVH,0.00027
"4,33",AIF,0.00027
"4,33",HYB,0.99124
"4,33",EIC,0.0003
"4,32",DMO,0.00022
"4,32",HYT,0.00022
"4,32",HNW,0.00022
"4,32",JHAA,0.00022
"4,32",IHIT,0.00022
"4,32",HIX,0.00022
"4,32",EHI,0.00022
"4,32",PHT,0.00022
"4,32",HYI,0.00022
"4,32",OPP,0.00022
"4,32",MCR,0.00022
"4,32",CIK,0.00022
"4,32",NHS,0.00022
"4,32",HIO,0.00022
"4,32",MPV,0.00022
"4,32",DHY,0.00022
"4,32",MCI,0.00022
"4,32",AWF,0.00022
"4,32",DHF,0.00022
"4,32",BGH,0.00022
"4,32",EAD,0.00022
"4,32",RA,0.00022
"4,32",KIO,0.00022
"4,32",ISD,0.00022
"4,32",VLT,0.00022
"4,32",FSD,0.00022
"4,32",GHY,0.00022
"4,32",JLS,0.00022
"4,32",IVH,0.00022
"4,32",AIF,0.00022
"4,32",HYB,0.99222
"4,32",EIC,0.00125
"4,31",HYT,0.16015
"4,31",HNW,0.00015
"4,31",JHAA,0.00015
"4,31",IHIT,0.00015
"4,31",HIX,0.00015
"4,31",EHI,0.00015
"4,31",PHT,0.01015
"4,31",HYI,0.00015
"4,31",OPP,0.00015
"4,31",MCR,0.00015
"4,31",CIK,0.00015
"4,31",NHS,0.22015
"4,31",HIO,0.00015
"4,31",MPV,0.00015
"4,31",DHY,0.03015
"4,31",MCI,0.00015
"4,31",AWF,0.00015
"4,31",DHF,0.05015
"4,31",BGH,0.00015
"4,31",EAD,0.10015
"4,31",RA,0.00015
"4,31",KIO,0.00015
"4,31",ISD,0.08015
"4,31",VLT,0.00015
"4,31",FSD,0.00015
"4,31",GHY,0.00015
"4,31",JLS,0.00015
"4,31",IVH,0.00015
"4,31",AIF,0.00015
"4,31",HYB,0.34326
"4,31",EIC,0.00226
"4,30",HNW,8e-05
"4,30",JHAA,8e-05
"4,30",IHIT,8e-05
"4,30",HIX,8e-05
"4,30",EHI,8e-05
"4,30",PHT,8e-05
"4,30",HYI,8e-05
"4,30",OPP,8e-05
"4,30",MCR,8e-05
"4,30",CIK,8e-05
"4,30",NHS,8e-05
"4,30",HIO,8e-05
"4,30",MPV,8e-05
"4,30",DHY,8e-05
"4,30",MCI,8e-05
"4,30",AWF,8e-05
"4,30",DHF,8e-05
"4,30",BGH,8e-05
"4,30",EAD,8e-05
"4,30",RA,8e-05
"4,30",KIO,8e-05
"4,30",ISD,8e-05
"4,30",VLT,8e-05
"4,30",FSD,8e-05
"4,30",GHY,8e-05
"4,30",JLS,8e-05
"4,30",IVH,8e-05
"4,30",AIF,8e-05
"4,30",HYB,0.99437
"4,30",EIC,0.00333
"4,29",JHAA,0.00037
"4,29",IHIT,0.00037
"4,29",HIX,0.00037
"4,29",EHI,0.00037
"4,29",PHT,0.00037
"4,29",HYI,0.00037
"4,29",OPP,0.00037
"4,29",MCR,0.00037
"4,29",CIK,0.00037
"4,29",NHS,0.00037
"4,29",HIO,0.00037
"4,29",MPV,0.00037
"4,29",DHY,0.00037
"4,29",MCI,0.00037
"4,29",AWF,0.00037
"4,29",DHF,0.00037
"4,29",BGH,0.00037
"4,29",EAD,0.00037
"4,29",RA,0.00037
"4,29",KIO,0.00037
"4,29",ISD,0.00037
"4,29",VLT,0.00037
"4,29",FSD,0.00037
"4,29",GHY,0.00037
"4,29",JLS,0.00037
"4,29",IVH,0.00037
"4,29",AIF,0.00037
"4,29",HYB,0.98555
"4,29",EIC,0.00448
"4,28",IHIT,0.00029
"4,28",HIX,0.00029
"4,28",EHI,0.00029
"4,28",PHT,0.00029
"4,28",HYI,0.00029
"4,28",OPP,0.00029
"4,28",MCR,0.00029
"4,28",CIK,0.00029
"4,28",NHS,0.00029
"4,28",HIO,0.00029
"4,28",MPV,0.00029
"4,28",DHY,0.00029
"4,28",MCI,0.00029
"4,28",AWF,0.00029
"4,28",DHF,0.00029
"4,28",BGH,0.00029
"4,28",EAD,0.00029
"4,28",RA,0.00029
"4,28",KIO,0.00029
"4,28",ISD,0.00029
"4,28",VLT,0.00029
"4,28",FSD,0.00029
"4,28",GHY,0.00029
"4,28",JLS,0.00029
"4,28",IVH,0.00029
"4,28",AIF,0.00029
"4,28",HYB,0.98683
"4,28",EIC,0.00571
"4,27",HIX,0.00032
"4,27",EHI,0.00032
"4,27",PHT,0.00032
"4,27",HYI,0.00032
"4,27",OPP,0.00032
"4,27",MCR,0.00032
"4,27",CIK,0.00032
"4,27",NHS,0.00032
"4,27",HIO,0.00032
"4,27",MPV,0.00032
"4,27",DHY,0.00032
"4,27",MCI,0.00032
"4,27",AWF,0.00032
"4,27",DHF,0.00032
"4,27",BGH,0.00032
"4,27",EAD,0.00032
"4,27",RA,0.00032
"4,27",KIO,0.00032
"4,27",ISD,0.00032
"4,27",VLT,0.00032
"4,27",FSD,0.19082
"4,27",GHY,0.00368
"4,27",JLS,0.00368
"4,27",IVH,0.00324
"4,27",AIF,0.03699
"4,27",HYB,0.74819
"4,27",EIC,0.00704
"4,26",EHI,0.00023
"4,26",PHT,0.00023
"4,26",HYI,0.00023
"4,26",OPP,0.00023
"4,26",MCR,0.00023
"4,26",CIK,0.00023
"4,26",NHS,0.00023
"4,26",HIO,0.00023
"4,26",MPV,0.00023
"4,26",DHY,0.00023
"4,26",MCI,0.00023
"4,26",AWF,0.00023
"4,26",DHF,0.00023
"4,26",BGH,0.00023
"4,26",EAD,0.00023
"4,26",RA,0.00023
"4,26",KIO,0.00023
"4,26",ISD,0.00023
"4,26",VLT,0.00023
"4,26",FSD,0.18654
"4,26",GHY,0.00404
"4,26",JLS,0.00309
"4,26",IVH,0.00218
"4,26",AIF,0.02174
"4,26",HYB,0.76966
"4,26",EIC,0.00846
"4,25",PHT,0.0005
"4,25",HYI,0.0005
"4,25",OPP,0.0005
"4,25",MCR,0.0005
"4,25",CIK,0.0005
"4,25",NHS,0.0005
"4,25",HIO,0.0005
"4,25",MPV,0.0005
"4,25",DHY,0.0005
"4,25",MCI,0.0005
"4,25",AWF,0.0005
"4,25",DHF,0.0005
"4,25",BGH,0.0005
"4,25",EAD,0.0005
"4,25",RA,0.0005
"4,25",KIO,0.0005
"4,25",ISD,0.15987
"4,25",VLT,0.00987
"4,25",FSD,0.16098
"4,25",GHY,0.00888
"4,25",JLS,0.00738
"4,25",IVH,0.0069
"4,25",AIF,0.0069
"4,25",HYB,0.62125
"4,25",EIC,0.01
"4,24",HYI,0.00066
"4,24",OPP,0.00066
"4,24",MCR,0.00066
"4,24",CIK,0.00066
"4,24",NHS,0.00066
"4,24",HIO,0.00066
"4,24",MPV,0.00066
"4,24",DHY,0.00066
"4,24",MCI,0.00066
"4,24",AWF,0.00066
"4,24",DHF,0.00066
"4,24",BGH,0.00066
"4,24",EAD,0.00066
"4,24",RA,0.00066
"4,24",KIO,0.00066
"4,24",ISD,0.20333
"4,24",VLT,0.00333
"4,24",FSD,0.16215
"4,24",GHY,0.00993
"4,24",JLS,0.0094
"4,24",IVH,0.0089
"4,24",AIF,0.00795
"4,24",HYB,0.58341
"4,24",EIC,0.00167
"4,23",OPP,0.00033
"4,23",MCR,0.00033
"4,23",CIK,0.00033
"4,23",NHS,0.00033
"4,23",HIO,0.00033
"4,23",MPV,0.00033
"4,23",DHY,0.00033
"4,23",MCI,0.00033
"4,23",AWF,0.00033
"4,23",DHF,0.00033
"4,23",BGH,0.00033
"4,23",EAD,0.00033
"4,23",RA,0.00033
"4,23",KIO,0.00033
"4,23",ISD,0.23604
"4,23",VLT,0.00538
"4,23",FSD,0.15413
"4,23",GHY,0.00178
"4,23",JLS,0.00011
"4,23",IVH,0.00958
"4,23",AIF,0.00958
"4,23",HYB,0.5753
"4,23",EIC,0.00348
"4,22",MCR,0.00031
"4,22",CIK,0.00031
"4,22",NHS,0.03031
"4,22",HIO,0.00698
"4,22",MPV,0.00198
"4,22",DHY,0.02198
"4,22",MCI,0.00031
"4,22",AWF,0.00031
"4,22",DHF,0.00031
"4,22",BGH,0.00031
"4,22",EAD,0.03331
"4,22",RA,0.00058
"4,22",KIO,0.01225
"4,22",ISD,0.29148
"4,22",VLT,0.00077
"4,22",FSD,0.11877
"4,22",GHY,0.00752
"4,22",JLS,0.00575
"4,22",IVH,0.00131
"4,22",AIF,0.00236
"4,22",HYB,0.45736
"4,22",EIC,0.00545
"4,21",CIK,0.00407
"4,21",NHS,0.15357
"4,21",HIO,0.00857
"4,21",MPV,0.00857
"4,21",DHY,0.00607
"4,21",MCI,7e-05
"4,21",AWF,7e-05
"4,21",DHF,0.02007
"4,21",BGH,7e-05
"4,21",EAD,0.09896
"4,21",RA,0.00096
"4,21",KIO,0.00368
"4,21",ISD,0.21535
"4,21",VLT,0.00381
"4,21",FSD,0.0931
"4,21",GHY,0.0091
"4,21",JLS,0.00785
"4,21",IVH,0.00549
"4,21",AIF,0.00438
"4,21",HYB,0.34912
"4,21",EIC,0.00712
"4,20",NHS,0.16422
"4,20",HIO,0.00223
"4,20",MPV,0.00223
"4,20",DHY,0.03557
"4,20",MCI,0.0
"4,20",AWF,0.0
"4,20",DHF,0.02807
"4,20",BGH,0.0
"4,20",EAD,0.11057
"4,20",RA,0.00057
"4,20",KIO,0.00457
"4,20",ISD,0.2082
"4,20",VLT,0.00654
"4,20",FSD,0.085
"4,20",GHY,0.00214
"4,20",JLS,0.0
"4,20",IVH,0.00627
"4,20",AIF,0.00568
"4,20",HYB,0.33012
"4,20",EIC,0.00802
"4,19",HIO,0.00044
"4,19",MPV,0.0
"4,19",DHY,0.02
"4,19",MCI,0.0
"4,19",AWF,0.0
"4,19",DHF,0.0
"4,19",BGH,0.0
"4,19",EAD,0.0
"4,19",RA,0.0
"4,19",KIO,0.0
"4,19",ISD,0.29546
"4,19",VLT,0.00365
"4,19",FSD,0.14448
"4,19",GHY,0.0
"4,19",JLS,0.00618
"4,19",IVH,0.00285
"4,19",AIF,0.00285
"4,19",HYB,0.52344
"4,19",EIC,0.00066
"4,18",MPV,0.0014
"4,18",DHY,0.0014
"4,18",MCI,0.0014
"4,18",AWF,0.0014
"4,18",DHF,0.0014
"4,18",BGH,0.0014
"4,18",EAD,0.01307
"4,18",RA,0.00021
"4,18",KIO,0.00021
"4,18",ISD,0.27799
"4,18",VLT,0.00599
"4,18",FSD,0.1469
"4,18",GHY,0.00107
"4,18",JLS,0.00876
"4,18",IVH,0.00733
"4,18",AIF,0.006
"4,18",HYB,0.5185
"4,18",EIC,0.00556
"4,17",DHY,0.04018
"4,17",MCI,0.0
"4,17",AWF,0.0
"4,17",DHF,0.05
"4,17",BGH,0.0
"4,17",EAD,0.03341
"4,17",RA,7e-05
"4,17",KIO,0.00293
"4,17",ISD,0.26293
"4,17",VLT,0.00848
"4,17",FSD,0.11048
"4,17",GHY,0.00503
"4,17",JLS,0.00086
"4,17",IVH,0.00856
"4,17",AIF,0.00784
"4,17",HYB,0.46117
"4,17",EIC,0.00805
"4,16",MCI,0.0007
"4,16",AWF,0.0007
"4,16",DHF,0.0007
"4,16",BGH,0.0007
"4,16",EAD,0.0632
"4,16",RA,0.0012
"4,16",KIO,0.0012
"4,16",ISD,0.27549
"4,16",VLT,0.00299
"4,16",FSD,0.13743
"4,16",GHY,0.00943
"4,16",JLS,0.00489
"4,16",IVH,0.00155
"4,16",AIF,0.00079
"4,16",HYB,0.4965
"4,16",EIC,0.0025
"4,15",AWF,0.00192
"4,15",DHF,0.00192
"4,15",BGH,0.00192
"4,15",EAD,0.08192
"4,15",RA,0.00192
"4,15",KIO,0.00192
"4,15",ISD,0.30859
"4,15",VLT,2e-05
"4,15",FSD,0.11502
"4,15",GHY,0.00724
"4,15",JLS,0.00024
"4,15",IVH,0.0057
"4,15",AIF,0.00403
"4,15",HYB,0.46095
"4,15",EIC,0.00667
"4,14",DHF,0.05535
"4,14",BGH,0.00249
"4,14",EAD,0.12249
"4,14",RA,0.0
"4,14",KIO,0.0
"4,14",ISD,0.27516
"4,14",VLT,0.0
"4,14",FSD,0.10849
"4,14",GHY,0.00099
"4,14",JLS,0.00544
"4,14",IVH,0.0
"4,14",AIF,0.00562
"4,14",HYB,0.42395
"4,14",EIC,0.0
"4,13",BGH,0.00464
"4,13",EAD,0.12265
"4,13",RA,0.00765
"4,13",KIO,0.00765
"4,13",ISD,0.27765
"4,13",VLT,0.00565
"4,13",FSD,0.12065
"4,13",GHY,0.00779
"4,13",JLS,0.0
"4,13",IVH,0.0
"4,13",AIF,0.0
"4,13",HYB,0.44077
"4,13",EIC,0.00493
"4,12",EAD,0.1129
"4,12",RA,0.00093
"4,12",KIO,0.01593
"4,12",ISD,0.28593
"4,12",VLT,0.00343
"4,12",FSD,0.12343
"4,12",GHY,0.0
"4,12",JLS,0.0
"4,12",IVH,0.00485
"4,12",AIF,0.00263
"4,12",HYB,0.44863
"4,12",EIC,0.00136
"4,11",RA,0.00336
"4,11",KIO,0.00336
"4,11",ISD,0.25836
"4,11",VLT,0.00502
"4,11",FSD,0.15752
"4,11",GHY,0.00552
"4,11",JLS,0.00052
"4,11",IVH,0.00338
"4,11",AIF,0.00213
"4,11",HYB,0.55991
"4,11",EIC,0.00091
"4,10",KIO,0.05921
"4,10",ISD,0.31546
"4,10",VLT,0.00546
"4,10",FSD,0.12546
"4,10",GHY,0.00546
"4,10",JLS,0.00546
"4,10",IVH,0.00379
"4,10",AIF,0.00236
"4,10",HYB,0.47736
"4,10",EIC,0.0
"4,9",ISD,0.36138
"4,9",VLT,0.0
"4,9",FSD,0.13013
"4,9",GHY,0.00347
"4,9",JLS,0.00347
"4,9",IVH,0.00147
"4,9",AIF,0.00147
"4,9",HYB,0.49861
"4,9",EIC,0.0
"4,8",VLT,0.00214
"4,8",FSD,0.18875
"4,8",GHY,0.0
"4,8",JLS,0.0
"4,8",IVH,0.0
"4,8",AIF,0.03875
"4,8",HYB,0.76875
"4,8",EIC,0.00161
"4,7",FSD,0.19186
"4,7",GHY,0.00019
"4,7",JLS,0.00019
"4,7",IVH,0.00352
"4,7",AIF,0.02852
"4,7",HYB,0.77452
"4,7",EIC,0.00119
"4,6",GHY,0.00117
"4,6",JLS,0.00117
"4,6",IVH,0.00117
"4,6",AIF,0.00117
"4,6",HYB,0.98867
"4,6",EIC,0.00667
"4,5",JLS,0.00083
"4,5",IVH,0.02
"4,5",AIF,0.0
"4,5",HYB,0.97833
"4,5",EIC,0.00083
"4,4",IVH,0.0
"4,4",AIF,0.02
"4,4",HYB,0.98
"4,4",EIC,0.0
"4,3",AIF,0.07833
"4,3",HYB,0.92167
"4,3",EIC,0.0
