,,Weights
"2,31",VLT,0.01
"2,31",FSD,0.09
"2,31",GHY,0.0
"2,31",JLS,0.0
"2,31",IVH,0.0
"2,31",AIF,0.0
"2,31",HYB,0.31058
"2,31",EIC,0.00058
"2,30",HNW,0.0
"2,30",JHAA,0.0
"2,30",IHIT,0.0
"2,30",HIX,0.00012
"2,30",EHI,0.00128
"2,30",PHT,0.00248
"2,30",HYI,0.0
"2,30",OPP,0.0
"2,30",MCR,0.0
"2,30",CIK,0.0
"2,30",NHS,0.20119
"2,30",HIO,0.06066
"2,30",MPV,0.0
"2,30",DHY,0.03076
"2,30",MCI,0.0
"2,30",AWF,0.00284
"2,30",DHF,0.07499
"2,30",BGH,0.00114
"2,30",EAD,0.11383
"2,30",RA,0.0
"2,30",KIO,0.0
"2,30",ISD,0.31085
"2,30",VLT,0.0
"2,30",FSD,0.0346
"2,30",GHY,0.0
"2,30",JLS,0.0
"2,30",IVH,0.0
"2,30",AIF,0.01189
"2,30",HYB,0.14668
"2,30",EIC,0.00668
"2,29",JHAA,0.0
"2,29",IHIT,0.0
"2,29",HIX,0.0
"2,29",EHI,0.00069
"2,29",PHT,0.00189
"2,29",HYI,0.0
"2,29",OPP,0.0
"2,29",MCR,0.0
"2,29",CIK,0.0
"2,29",NHS,0.1906
"2,29",HIO,0.06008
"2,29",MPV,0.0
"2,29",DHY,0.03018
"2,29",MCI,0.0
"2,29",AWF,0.00222
"2,29",DHF,0.06436
"2,29",BGH,0.00051
"2,29",EAD,0.09218
"2,29",RA,0.0
"2,29",KIO,0.01008
"2,29",ISD,0.30008
"2,29",VLT,0.0
"2,29",FSD,0.05508
"2,29",GHY,0.0
"2,29",JLS,0.0
"2,29",IVH,0.0
"2,29",AIF,0.07292
"2,29",HYB,0.11456
"2,29",EIC,0.00456
"2,28",IHIT,0.0
"2,28",HIX,0.0
"2,28",EHI,0.00016
"2,28",PHT,0.00136
"2,28",HYI,0.0
"2,28",OPP,0.0
"2,28",MCR,0.0
"2,28",CIK,0.0
"2,28",NHS,0.20008
"2,28",HIO,0.05955
"2,28",MPV,0.0
"2,28",DHY,0.02965
"2,28",MCI,0.0
"2,28",AWF,0.0034
"2,28",DHF,0.07554
"2,28",BGH,0.0017
"2,28",EAD,0.10336
"2,28",RA,0.0
"2,28",KIO,0.00027
"2,28",ISD,0.30027
"2,28",VLT,0.0
"2,28",FSD,0.05402
"2,28",GHY,0.0
"2,28",JLS,0.10013
"2,28",IVH,0.00013
"2,28",AIF,0.01346
"2,28",HYB,0.04846
"2,28",EIC,0.00846
"2,27",HIX,0.0
"2,27",EHI,0.00042
"2,27",PHT,0.00162
"2,27",HYI,0.0
"2,27",OPP,0.0
"2,27",MCR,0.0
"2,27",CIK,0.0
"2,27",NHS,0.19033
"2,27",HIO,0.0598
"2,27",MPV,0.0
"2,27",DHY,0.02993
"2,27",MCI,0.0
"2,27",AWF,0.00197
"2,27",DHF,0.07555
"2,27",BGH,0.0017
"2,27",EAD,0.10337
"2,27",RA,0.0
"2,27",KIO,0.00028
"2,27",ISD,0.30028
"2,27",VLT,0.0
"2,27",FSD,0.05403
"2,27",GHY,0.0
"2,27",JLS,0.0
"2,27",IVH,0.0
"2,27",AIF,0.04
"2,27",HYB,0.13537
"2,27",EIC,0.00537
"2,26",EHI,0.0
"2,26",PHT,0.0
"2,26",HYI,0.0
"2,26",OPP,0.0
"2,26",MCR,0.0
"2,26",CIK,0.0
"2,26",NHS,0.12393
"2,26",HIO,0.0034
"2,26",MPV,0.0
"2,26",DHY,0.0
"2,26",MCI,0.0
"2,26",AWF,0.0
"2,26",DHF,0.01288
"2,26",BGH,0.0
"2,26",EAD,0.04999
"2,26",RA,0.00372
"2,26",KIO,0.03072
"2,26",ISD,0.30072
"2,26",VLT,0.0
"2,26",FSD,0.09447
"2,26",GHY,0.0
"2,26",JLS,0.0
"2,26",IVH,0.0
"2,26",AIF,0.07641
"2,26",HYB,0.30187
"2,26",EIC,0.00187
"2,25",PHT,0.00204
"2,25",HYI,0.0
"2,25",OPP,0.0
"2,25",MCR,0.0
"2,25",CIK,0.0
"2,25",NHS,0.19079
"2,25",HIO,0.08026
"2,25",MPV,0.0
"2,25",DHY,0.01984
"2,25",MCI,0.00083
"2,25",AWF,0.00416
"2,25",DHF,0.07631
"2,25",BGH,0.00246
"2,25",EAD,0.09413
"2,25",RA,0.0
"2,25",KIO,0.0
"2,25",ISD,0.30006
"2,25",VLT,0.03
"2,25",FSD,0.07878
"2,25",GHY,0.0
"2,25",JLS,0.0
"2,25",IVH,0.0
"2,25",AIF,0.00211
"2,25",HYB,0.10911
"2,25",EIC,0.00911
"2,24",HYI,0.0
"2,24",OPP,0.0
"2,24",MCR,0.0
"2,24",CIK,0.0
"2,24",NHS,0.12368
"2,24",HIO,0.00263
"2,24",MPV,0.0
"2,24",DHY,0.0322
"2,24",MCI,0.0
"2,24",AWF,0.0
"2,24",DHF,0.04777
"2,24",BGH,0.00142
"2,24",EAD,0.11392
"2,24",RA,0.0
"2,24",KIO,0.03362
"2,24",ISD,0.31473
"2,24",VLT,0.0
"2,24",FSD,0.10848
"2,24",GHY,0.0
"2,24",JLS,0.0
"2,24",IVH,0.0
"2,24",AIF,0.0
"2,24",HYB,0.21577
"2,24",EIC,0.00577
"2,23",OPP,0.0
"2,23",MCR,0.0
"2,23",CIK,0.0
"2,23",NHS,0.11385
"2,23",HIO,0.0028
"2,23",MPV,0.0
"2,23",DHY,0.03178
"2,23",MCI,0.0
"2,23",AWF,0.0
"2,23",DHF,0.04797
"2,23",BGH,0.00163
"2,23",EAD,0.10413
"2,23",RA,0.0
"2,23",KIO,0.02086
"2,23",ISD,0.30086
"2,23",VLT,0.0
"2,23",FSD,0.09586
"2,23",GHY,0.0
"2,23",JLS,0.0
"2,23",IVH,0.0
"2,23",AIF,0.03146
"2,23",HYB,0.2394
"2,23",EIC,0.0094
"2,22",MCR,0.0
"2,22",CIK,0.0
"2,22",NHS,0.12325
"2,22",HIO,0.00273
"2,22",MPV,0.0
"2,22",DHY,0.03175
"2,22",MCI,0.0
"2,22",AWF,0.0
"2,22",DHF,0.04735
"2,22",BGH,0.00101
"2,22",EAD,0.11351
"2,22",RA,0.0
"2,22",KIO,0.01141
"2,22",ISD,0.3003
"2,22",VLT,0.01
"2,22",FSD,0.10617
"2,22",GHY,0.0
"2,22",JLS,0.0
"2,22",IVH,0.0
"2,22",AIF,0.05384
"2,22",HYB,0.19434
"2,22",EIC,0.00434
"2,21",CIK,0.005
"2,21",NHS,0.14794
"2,21",HIO,0.00189
"2,21",MPV,0.0
"2,21",DHY,0.0
"2,21",MCI,0.0
"2,21",AWF,0.0
"2,21",DHF,0.00214
"2,21",BGH,0.0
"2,21",EAD,0.1008
"2,21",RA,0.0
"2,21",KIO,0.00028
"2,21",ISD,0.24028
"2,21",VLT,0.0
"2,21",FSD,0.10403
"2,21",GHY,0.0
"2,21",JLS,0.0
"2,21",IVH,0.0
"2,21",AIF,0.00071
"2,21",HYB,0.39346
"2,21",EIC,0.00346
"2,20",NHS,0.18212
"2,20",HIO,0.00107
"2,20",MPV,0.0
"2,20",DHY,0.01
"2,20",MCI,0.0
"2,20",AWF,0.0
"2,20",DHF,0.0
"2,20",BGH,0.0
"2,20",EAD,0.10213
"2,20",RA,0.0
"2,20",KIO,0.0
"2,20",ISD,0.23086
"2,20",VLT,0.0
"2,20",FSD,0.10586
"2,20",GHY,0.0
"2,20",JLS,0.0
"2,20",IVH,0.0
"2,20",AIF,0.00253
"2,20",HYB,0.35771
"2,20",EIC,0.00771
"2,19",HIO,0.00282
"2,19",MPV,0.0
"2,19",DHY,0.0
"2,19",MCI,0.0
"2,19",AWF,0.0
"2,19",DHF,0.03966
"2,19",BGH,0.0
"2,19",EAD,0.13383
"2,19",RA,0.00111
"2,19",KIO,0.02811
"2,19",ISD,0.34033
"2,19",VLT,0.0
"2,19",FSD,0.13497
"2,19",GHY,0.0
"2,19",JLS,0.0
"2,19",IVH,0.0
"2,19",AIF,0.0045
"2,19",HYB,0.30734
"2,19",EIC,0.00734
"2,18",MPV,0.0
"2,18",DHY,0.00841
"2,18",MCI,0.0
"2,18",AWF,0.0
"2,18",DHF,0.03603
"2,18",BGH,0.0
"2,18",EAD,0.10635
"2,18",RA,0.0
"2,18",KIO,0.0
"2,18",ISD,0.31155
"2,18",VLT,0.00091
"2,18",FSD,0.1252
"2,18",GHY,0.0
"2,18",JLS,0.0
"2,18",IVH,0.0
"2,18",AIF,0.00836
"2,18",HYB,0.40159
"2,18",EIC,0.00159
"2,17",DHY,0.01276
"2,17",MCI,0.0
"2,17",AWF,0.0
"2,17",DHF,0.03038
"2,17",BGH,0.0
"2,17",EAD,0.1107
"2,17",RA,0.0
"2,17",KIO,0.00146
"2,17",ISD,0.31257
"2,17",VLT,0.0
"2,17",FSD,0.12435
"2,17",GHY,0.0
"2,17",JLS,0.0008
"2,17",IVH,0.0008
"2,17",AIF,0.0
"2,17",HYB,0.40308
"2,17",EIC,0.00308
"2,16",MCI,0.0
"2,16",AWF,0.0
"2,16",DHF,0.03125
"2,16",BGH,0.0
"2,16",EAD,0.11317
"2,16",RA,0.0
"2,16",KIO,0.00827
"2,16",ISD,0.29827
"2,16",VLT,0.0
"2,16",FSD,0.11612
"2,16",GHY,0.0
"2,16",JLS,0.0
"2,16",IVH,0.00194
"2,16",AIF,0.0
"2,16",HYB,0.43049
"2,16",EIC,0.00049
"2,15",AWF,0.0
"2,15",DHF,0.03807
"2,15",BGH,0.0
"2,15",EAD,0.11
"2,15",RA,0.0
"2,15",KIO,0.00509
"2,15",ISD,0.29509
"2,15",VLT,0.0
"2,15",FSD,0.11687
"2,15",GHY,0.0
"2,15",JLS,0.0
"2,15",IVH,0.0
"2,15",AIF,0.00137
"2,15",HYB,0.42675
"2,15",EIC,0.00675
"2,14",DHF,0.05738
"2,14",BGH,0.0
"2,14",EAD,0.1093
"2,14",RA,0.0
"2,14",KIO,0.00439
"2,14",ISD,0.28439
"2,14",VLT,0.0
"2,14",FSD,0.10761
"2,14",GHY,0.0
"2,14",JLS,0.0
"2,14",IVH,0.0
"2,14",AIF,0.00127
"2,14",HYB,0.42782
"2,14",EIC,0.00782
"2,13",BGH,0.0
"2,13",EAD,0.11839
"2,13",RA,0.0
"2,13",KIO,0.0
"2,13",ISD,0.29539
"2,13",VLT,0.0
"2,13",FSD,0.12996
"2,13",GHY,0.0
"2,13",JLS,0.0
"2,13",IVH,0.0
"2,13",AIF,0.0
"2,13",HYB,0.44813
"2,13",EIC,0.00813
"2,12",EAD,0.12481
"2,12",RA,0.0
"2,12",KIO,0.0
"2,12",ISD,0.30272
"2,12",VLT,0.0
"2,12",FSD,0.1252
"2,12",GHY,0.0
"2,12",JLS,0.0
"2,12",IVH,0.0
"2,12",AIF,0.0
"2,12",HYB,0.44364
"2,12",EIC,0.00364
"2,11",RA,0.0
"2,11",KIO,0.02611
"2,11",ISD,0.35722
"2,11",VLT,0.0
"2,11",FSD,0.12636
"2,11",GHY,0.0
"2,11",JLS,0.0
"2,11",IVH,0.0
"2,11",AIF,0.0
"2,11",HYB,0.49015
"2,11",EIC,0.00015
"2,10",KIO,0.05604
"2,10",ISD,0.32715
"2,10",VLT,0.0
"2,10",FSD,0.12632
"2,10",GHY,0.0
"2,10",JLS,0.0
"2,10",IVH,0.0
"2,10",AIF,0.0
"2,10",HYB,0.49024
"2,10",EIC,0.00024
"2,9",ISD,0.35201
"2,9",VLT,0.0
"2,9",FSD,0.13415
"2,9",GHY,0.0
"2,9",JLS,0.0
"2,9",IVH,0.0
"2,9",AIF,0.0
"2,9",HYB,0.50692
"2,9",EIC,0.00692
"2,8",VLT,0.00786
"2,8",FSD,0.18929
"2,8",GHY,0.0
"2,8",JLS,0.0
"2,8",IVH,0.00229
"2,8",AIF,0.05505
"2,8",HYB,0.74276
"2,8",EIC,0.00276
"2,7",FSD,0.19039
"2,7",GHY,0.0
"2,7",JLS,0.0
"2,7",IVH,0.0
"2,7",AIF,0.04489
"2,7",HYB,0.76236
"2,7",EIC,0.00236
"2,6",GHY,0.0
"2,6",JLS,0.00011
"2,6",IVH,0.0
"2,6",AIF,0.08256
"2,6",HYB,0.91367
"2,6",EIC,0.00367
"2,5",JLS,0.0
"2,5",IVH,0.0
"2,5",AIF,0.06667
"2,5",HYB,0.93167
"2,5",EIC,0.00167
"2,4",IVH,0.0
"2,4",AIF,0.06667
"2,4",HYB,0.92667
"2,4",EIC,0.00667
"2,3",AIF,0.08333
"2,3",HYB,0.90833
"2,3",EIC,0.00833
"3,38",CIF,0.13019
"3,38",EHT,0.0
"3,38",JCO,0.0
"3,38",BGIO,0.0
"3,38",JHB,0.0
"3,38",IHTA,0.0
"3,38",DMO,0.0
"3,38",HYT,0.03
"3,38",HNW,0.0
"3,38",JHAA,0.0
"3,38",IHIT,0.0
"3,38",HIX,0.0
"3,38",EHI,0.00038
"3,38",PHT,0.0004
"3,38",HYI,0.0
"3,38",OPP,0.0
"3,38",MCR,0.0
"3,38",CIK,0.00048
"3,38",NHS,0.1
"3,38",HIO,0.0
"3,38",MPV,0.0
"3,38",DHY,0.0
"3,38",MCI,0.0
"3,38",AWF,0.0
"3,38",DHF,0.01071
"3,38",BGH,0.0
"3,38",EAD,0.07
"3,38",RA,0.0
"3,38",KIO,0.0
"3,38",ISD,0.26
"3,38",VLT,0.01
"3,38",FSD,0.16
"3,38",GHY,0.0
"3,38",JLS,0.0
"3,38",IVH,0.0
"3,38",AIF,0.02
"3,38",HYB,0.20784
"3,38",EIC,0.0
"3,37",EHT,0.00015
"3,37",JCO,0.00015
"3,37",BGIO,0.00015
"3,37",JHB,0.00015
"3,37",IHTA,0.00015
"3,37",DMO,0.00015
"3,37",HYT,0.01015
"3,37",HNW,0.0
"3,37",JHAA,0.0
"3,37",IHIT,0.0
"3,37",HIX,0.0
"3,37",EHI,0.0
"3,37",PHT,0.0
"3,37",HYI,0.0
"3,37",OPP,0.0
"3,37",MCR,0.0
"3,37",CIK,0.0
"3,37",NHS,0.12
"3,37",HIO,0.0
"3,37",MPV,0.0
"3,37",DHY,0.0
"3,37",MCI,0.0
"3,37",AWF,0.0
"3,37",DHF,0.0
"3,37",BGH,0.0
"3,37",EAD,0.11
"3,37",RA,0.0
"3,37",KIO,0.0
"3,37",ISD,0.27
"3,37",VLT,0.01
"3,37",FSD,0.18
"3,37",GHY,0.0
"3,37",JLS,0.0
"3,37",IVH,0.0
"3,37",AIF,0.08
"3,37",HYB,0.21892
"3,37",EIC,0.0
"3,36",JCO,0.00011
"3,36",BGIO,0.00011
"3,36",JHB,0.00011
"3,36",IHTA,0.00011
"3,36",DMO,0.00011
"3,36",HYT,0.01011
"3,36",HNW,0.0
"3,36",JHAA,0.0
"3,36",IHIT,0.0
"3,36",HIX,0.0
"3,36",EHI,0.0
"3,36",PHT,0.0
"3,36",HYI,0.0
"3,36",OPP,0.0
"3,36",MCR,0.0
"3,36",CIK,0.0
"3,36",NHS,0.12
"3,36",HIO,0.0
"3,36",MPV,0.0
"3,36",DHY,0.0
"3,36",MCI,0.0
"3,36",AWF,0.0
"3,36",DHF,0.0
"3,36",BGH,0.0
"3,36",EAD,0.1
"3,36",RA,0.0
"3,36",KIO,0.01
"3,36",ISD,0.27
"3,36",VLT,0.01
"3,36",FSD,0.18
"3,36",GHY,0.0
"3,36",JLS,0.0
"3,36",IVH,0.0
"3,36",AIF,0.08
"3,36",HYB,0.21932
"3,36",EIC,0.0
"3,35",BGIO,7e-05
"3,35",JHB,7e-05
"3,35",IHTA,7e-05
"3,35",DMO,7e-05
"3,35",HYT,0.01007
"3,35",HNW,0.0
"3,35",JHAA,0.0
"3,35",IHIT,0.0
"3,35",HIX,0.0
"3,35",EHI,0.0
"3,35",PHT,0.0
"3,35",HYI,0.0
"3,35",OPP,0.0
"3,35",MCR,0.0
"3,35",CIK,0.0
"3,35",NHS,0.12
"3,35",HIO,0.0
"3,35",MPV,0.0
"3,35",DHY,0.0
"3,35",MCI,0.0
"3,35",AWF,0.0
"3,35",DHF,0.0
"3,35",BGH,0.0
"3,35",EAD,0.1
"3,35",RA,0.0
"3,35",KIO,0.01
"3,35",ISD,0.27
"3,35",VLT,0.01
"3,35",FSD,0.18
"3,35",GHY,0.0
"3,35",JLS,0.0
"3,35",IVH,0.0
"3,35",AIF,0.08
"3,35",HYB,0.21966
"3,35",EIC,0.0
"3,34",JHB,2e-05
"3,34",IHTA,2e-05
"3,34",DMO,2e-05
"3,34",HYT,0.01002
"3,34",HNW,0.0
"3,34",JHAA,0.0
"3,34",IHIT,0.0
"3,34",HIX,0.0
"3,34",EHI,0.0
"3,34",PHT,0.0
"3,34",HYI,0.0
"3,34",OPP,0.0
"3,34",MCR,0.0
"3,34",CIK,0.0
"3,34",NHS,0.12
"3,34",HIO,0.0
"3,34",MPV,0.0
"3,34",DHY,0.0
"3,34",MCI,0.0
"3,34",AWF,0.0
"3,34",DHF,0.0
"3,34",BGH,0.0
"3,34",EAD,0.1
"3,34",RA,0.0
"3,34",KIO,0.01
"3,34",ISD,0.27
"3,34",VLT,0.01
"3,34",FSD,0.18
"3,34",GHY,0.0
"3,34",JLS,0.0
"3,34",IVH,0.0
"3,34",AIF,0.08
"3,34",HYB,0.21993
"3,34",EIC,0.0
"3,33",IHTA,0.00027
"3,33",DMO,0.00027
"3,33",HYT,0.37027
"3,33",HNW,0.0
"3,33",JHAA,0.0
"3,33",IHIT,0.0
"3,33",HIX,0.0
"3,33",EHI,0.0
"3,33",PHT,0.0
"3,33",HYI,0.0
"3,33",OPP,0.0
"3,33",MCR,0.00136
"3,33",CIK,0.00565
"3,33",NHS,0.22565
"3,33",HIO,0.0
"3,33",MPV,0.0
"3,33",DHY,0.02
"3,33",MCI,0.0
"3,33",AWF,0.0
"3,33",DHF,0.04071
"3,33",BGH,0.0
"3,33",EAD,0.06
"3,33",RA,0.0
"3,33",KIO,0.0
"3,33",ISD,0.1
"3,33",VLT,0.0
"3,33",FSD,0.0
"3,33",GHY,0.0
"3,33",JLS,0.0
"3,33",IVH,0.0
"3,33",AIF,0.0
"3,33",HYB,0.17581
"3,33",EIC,0.0
"3,32",DMO,0.00022
"3,32",HYT,0.00022
"3,32",HNW,0.00022
"3,32",JHAA,0.00022
"3,32",IHIT,0.00022
"3,32",HIX,0.00022
"3,32",EHI,0.00022
"3,32",PHT,0.00022
"3,32",HYI,0.00022
"3,32",OPP,0.00022
"3,32",MCR,0.00022
"3,32",CIK,0.00022
"3,32",NHS,0.13022
"3,32",HIO,0.00022
"3,32",MPV,0.00022
"3,32",DHY,0.00022
"3,32",MCI,0.00022
"3,32",AWF,0.00022
"3,32",DHF,0.06022
"3,32",BGH,0.00022
"3,32",EAD,0.10022
"3,32",RA,0.00022
"3,32",KIO,0.06022
"3,32",ISD,0.41022
"3,32",VLT,0.0
"3,32",FSD,0.02
"3,32",GHY,0.0
"3,32",JLS,0.0
"3,32",IVH,0.0
"3,32",AIF,0.0
"3,32",HYB,0.21477
"3,32",EIC,0.0
"3,31",HYT,0.37015
"3,31",HNW,0.00015
"3,31",JHAA,0.00015
"3,31",IHIT,0.00015
"3,31",HIX,0.00015
"3,31",EHI,0.00015
"3,31",PHT,0.00015
"3,31",HYI,0.00015
"3,31",OPP,0.00015
"3,31",MCR,0.00106
"3,31",CIK,0.00535
"3,31",NHS,0.11535
"3,31",HIO,9e-05
"3,31",MPV,9e-05
"3,31",DHY,9e-05
"3,31",MCI,9e-05
"3,31",AWF,9e-05
"3,31",DHF,0.0108
"3,31",BGH,3e-05
"3,31",EAD,0.05003
"3,31",RA,3e-05
"3,31",KIO,3e-05
"3,31",ISD,0.16003
"3,31",VLT,3e-05
"3,31",FSD,0.11003
"3,31",GHY,3e-05
"3,31",JLS,3e-05
"3,31",IVH,0.0
"3,31",AIF,0.0
"3,31",HYB,0.17533
"3,31",EIC,0.0
"3,30",HNW,8e-05
"3,30",JHAA,8e-05
"3,30",IHIT,8e-05
"3,30",HIX,8e-05
"3,30",EHI,8e-05
"3,30",PHT,8e-05
"3,30",HYI,8e-05
"3,30",OPP,8e-05
"3,30",MCR,8e-05
"3,30",CIK,8e-05
"3,30",NHS,0.12008
"3,30",HIO,8e-05
"3,30",MPV,8e-05
"3,30",DHY,8e-05
"3,30",MCI,8e-05
"3,30",AWF,8e-05
"3,30",DHF,8e-05
"3,30",BGH,8e-05
"3,30",EAD,0.10008
"3,30",RA,8e-05
"3,30",KIO,0.02008
"3,30",ISD,0.31008
"3,30",VLT,0.04008
"3,30",FSD,0.17008
"3,30",GHY,8e-05
"3,30",JLS,8e-05
"3,30",IVH,8e-05
"3,30",AIF,0.0
"3,30",HYB,0.23778
"3,30",EIC,0.0
"3,29",JHAA,0.00037
"3,29",IHIT,0.00037
"3,29",HIX,0.00037
"3,29",EHI,0.00037
"3,29",PHT,0.00037
"3,29",HYI,0.00037
"3,29",OPP,0.00037
"3,29",MCR,0.00037
"3,29",CIK,0.00037
"3,29",NHS,0.13
"3,29",HIO,0.00053
"3,29",MPV,0.0
"3,29",DHY,0.0
"3,29",MCI,0.0
"3,29",AWF,0.0
"3,29",DHF,0.0
"3,29",BGH,0.0
"3,29",EAD,0.1
"3,29",RA,0.0
"3,29",KIO,0.02
"3,29",ISD,0.3
"3,29",VLT,0.04
"3,29",FSD,0.17
"3,29",GHY,0.0
"3,29",JLS,0.0
"3,29",IVH,0.0
"3,29",AIF,0.0
"3,29",HYB,0.23615
"3,29",EIC,0.0
"3,28",IHIT,0.00029
"3,28",HIX,0.00029
"3,28",EHI,0.00029
"3,28",PHT,0.00029
"3,28",HYI,0.0
"3,28",OPP,0.00043
"3,28",MCR,0.00043
"3,28",CIK,0.00043
"3,28",NHS,0.13043
"3,28",HIO,0.0
"3,28",MPV,0.0
"3,28",DHY,0.0
"3,28",MCI,0.0
"3,28",AWF,0.0
"3,28",DHF,0.0
"3,28",BGH,0.0
"3,28",EAD,0.1
"3,28",RA,0.0
"3,28",KIO,0.02
"3,28",ISD,0.3
"3,28",VLT,0.04
"3,28",FSD,0.17
"3,28",GHY,0.0
"3,28",JLS,0.0
"3,28",IVH,0.0
"3,28",AIF,0.0
"3,28",HYB,0.23711
"3,28",EIC,0.0
"3,27",HIX,0.00032
"3,27",EHI,0.00032
"3,27",PHT,0.00032
"3,27",HYI,0.00032
"3,27",OPP,0.00032
"3,27",MCR,0.00032
"3,27",CIK,0.00032
"3,27",NHS,0.14
"3,27",HIO,0.00105
"3,27",MPV,0.0
"3,27",DHY,0.02
"3,27",MCI,0.0
"3,27",AWF,0.0
"3,27",DHF,0.05
"3,27",BGH,0.0
"3,27",EAD,0.11
"3,27",RA,0.0
"3,27",KIO,0.0
"3,27",ISD,0.26
"3,27",VLT,0.02
"3,27",FSD,0.12467
"3,27",GHY,0.0
"3,27",JLS,0.0
"3,27",IVH,0.0
"3,27",AIF,0.0
"3,27",HYB,0.27205
"3,27",EIC,0.0
"3,26",EHI,0.00023
"3,26",PHT,0.00023
"3,26",HYI,0.0
"3,26",OPP,0.00043
"3,26",MCR,0.00043
"3,26",CIK,0.00043
"3,26",NHS,0.13043
"3,26",HIO,0.0
"3,26",MPV,0.0
"3,26",DHY,0.0
"3,26",MCI,0.0
"3,26",AWF,0.0
"3,26",DHF,0.0
"3,26",BGH,0.0
"3,26",EAD,0.1
"3,26",RA,0.0
"3,26",KIO,0.03
"3,26",ISD,0.33
"3,26",VLT,0.02
"3,26",FSD,0.1565
"3,26",GHY,0.0
"3,26",JLS,0.0
"3,26",IVH,0.0
"3,26",AIF,0.0
"3,26",HYB,0.23131
"3,26",EIC,0.0
"3,25",PHT,0.0005
"3,25",HYI,0.0005
"3,25",OPP,0.0005
"3,25",MCR,0.0005
"3,25",CIK,0.0005
"3,25",NHS,0.1305
"3,25",HIO,0.0
"3,25",MPV,0.0
"3,25",DHY,0.0
"3,25",MCI,0.0
"3,25",AWF,0.0
"3,25",DHF,0.0
"3,25",BGH,0.01
"3,25",EAD,0.1
"3,25",RA,0.0
"3,25",KIO,0.01
"3,25",ISD,0.29256
"3,25",VLT,0.00256
"3,25",FSD,0.16367
"3,25",GHY,0.00156
"3,25",JLS,6e-05
"3,25",IVH,0.0
"3,25",AIF,0.0
"3,25",HYB,0.28662
"3,25",EIC,0.0
"3,24",HYI,0.00066
"3,24",OPP,0.00066
"3,24",MCR,0.00066
"3,24",CIK,0.00066
"3,24",NHS,0.13066
"3,24",HIO,0.0
"3,24",MPV,0.0
"3,24",DHY,0.03
"3,24",MCI,0.0
"3,24",AWF,0.0
"3,24",DHF,0.0
"3,24",BGH,0.0
"3,24",EAD,0.1
"3,24",RA,0.0
"3,24",KIO,0.02
"3,24",ISD,0.30492
"3,24",VLT,0.0
"3,24",FSD,0.16375
"3,24",GHY,0.0
"3,24",JLS,0.0
"3,24",IVH,0.0
"3,24",AIF,0.0
"3,24",HYB,0.24802
"3,24",EIC,0.0
"3,23",OPP,0.00033
"3,23",MCR,0.00033
"3,23",CIK,0.01033
"3,23",NHS,0.17
"3,23",HIO,0.0
"3,23",MPV,0.0
"3,23",DHY,0.0
"3,23",MCI,0.0
"3,23",AWF,0.0
"3,23",DHF,0.03
"3,23",BGH,0.0
"3,23",EAD,0.09
"3,23",RA,0.0
"3,23",KIO,0.02
"3,23",ISD,0.31398
"3,23",VLT,0.02331
"3,23",FSD,0.05
"3,23",GHY,0.0
"3,23",JLS,0.0
"3,23",IVH,0.0
"3,23",AIF,0.0
"3,23",HYB,0.29172
"3,23",EIC,0.0
"3,22",MCR,0.00031
"3,22",CIK,0.00031
"3,22",NHS,0.16031
"3,22",HIO,0.01698
"3,22",MPV,0.00198
"3,22",DHY,0.0613
"3,22",MCI,0.0
"3,22",AWF,0.0
"3,22",DHF,0.03
"3,22",BGH,0.0
"3,22",EAD,0.10244
"3,22",RA,0.0
"3,22",KIO,0.00138
"3,22",ISD,0.21061
"3,22",VLT,0.0
"3,22",FSD,0.0779
"3,22",GHY,0.0
"3,22",JLS,0.0
"3,22",IVH,0.0
"3,22",AIF,0.0
"3,22",HYB,0.33649
"3,22",EIC,0.0
"3,21",CIK,0.01407
"3,21",NHS,0.19357
"3,21",HIO,0.02531
"3,21",MPV,0.00368
"3,21",DHY,0.01118
"3,21",MCI,0.0
"3,21",AWF,0.0
"3,21",DHF,0.01401
"3,21",BGH,0.0
"3,21",EAD,0.0929
"3,21",RA,0.0
"3,21",KIO,0.01
"3,21",ISD,0.2175
"3,21",VLT,0.0
"3,21",FSD,0.08088
"3,21",GHY,0.0
"3,21",JLS,0.0
"3,21",IVH,0.0
"3,21",AIF,0.0
"3,21",HYB,0.3369
"3,21",EIC,0.0
"3,20",NHS,0.21422
"3,20",HIO,0.04223
"3,20",MPV,0.00223
"3,20",DHY,0.03127
"3,20",MCI,0.0
"3,20",AWF,0.0
"3,20",DHF,0.01269
"3,20",BGH,0.0
"3,20",EAD,0.09519
"3,20",RA,0.0
"3,20",KIO,0.0
"3,20",ISD,0.21282
"3,20",VLT,0.0
"3,20",FSD,0.07707
"3,20",GHY,0.0
"3,20",JLS,0.0
"3,20",IVH,0.0
"3,20",AIF,0.0
"3,20",HYB,0.31219
"3,20",EIC,9e-05
"3,19",HIO,0.02044
"3,19",MPV,0.0
"3,19",DHY,0.02
"3,19",MCI,0.0
"3,19",AWF,0.0
"3,19",DHF,0.04
"3,19",BGH,0.0
"3,19",EAD,0.1
"3,19",RA,0.0
"3,19",KIO,0.02
"3,19",ISD,0.33046
"3,19",VLT,0.0
"3,19",FSD,0.11007
"3,19",GHY,0.0
"3,19",JLS,0.0
"3,19",IVH,0.0
"3,19",AIF,0.0
"3,19",HYB,0.35903
"3,19",EIC,0.0
"3,18",MPV,0.0014
