,,Weights
"1,21",CEM,0.00471
"1,21",MIE,0.0
"1,21",CET,0.22541
"1,21",DSE,0.00541
"1,21",CTR,0.00541
"1,21",GRF,0.06541
"1,21",EMO,0.0
"1,21",SRV,0.00124
"1,21",SZC,0.05624
"1,21",CEN,0.06901
"1,20",AOD,0.00621
"1,20",BGR,0.0
"1,20",CPZ,0.04949
"1,20",GLQ,0.00067
"1,20",BCX,0.00504
"1,20",JEQ,0.0
"1,20",IGR,0.00342
"1,20",ASA,0.00111
"1,20",PEO,0.03861
"1,20",BIF,0.02134
"1,20",CEM,0.0
"1,20",MIE,0.00267
"1,20",CET,0.38642
"1,20",DSE,0.00071
"1,20",CTR,0.0
"1,20",GRF,0.09138
"1,20",EMO,0.0
"1,20",SRV,0.00304
"1,20",SZC,0.04804
"1,20",CEN,0.34183
"1,19",BGR,0.00144
"1,19",CPZ,0.04422
"1,19",GLQ,0.0054
"1,19",BCX,0.0
"1,19",JEQ,0.00315
"1,19",IGR,0.00815
"1,19",ASA,0.00199
"1,19",PEO,0.03866
"1,19",BIF,0.02048
"1,19",CEM,0.0
"1,19",MIE,0.00059
"1,19",CET,0.39184
"1,19",DSE,0.0047
"1,19",CTR,0.00136
"1,19",GRF,0.09336
"1,19",EMO,0.00336
"1,19",SRV,0.00336
"1,19",SZC,0.04336
"1,19",CEN,0.33455
"1,18",CPZ,0.0417
"1,18",GLQ,0.00288
"1,18",BCX,0.0
"1,18",JEQ,0.00063
"1,18",IGR,0.00563
"1,18",ASA,0.0
"1,18",PEO,0.04614
"1,18",BIF,0.01796
"1,18",CEM,0.0
"1,18",MIE,0.0
"1,18",CET,0.38932
"1,18",DSE,0.00218
"1,18",CTR,0.0
"1,18",GRF,0.09118
"1,18",EMO,0.0
"1,18",SRV,0.00284
"1,18",SZC,0.04784
"1,18",CEN,0.3517
"1,17",GLQ,0.00751
"1,17",BCX,0.00063
"1,17",JEQ,0.00463
"1,17",IGR,0.0
"1,17",ASA,0.0043
"1,17",PEO,0.04013
"1,17",BIF,0.02195
"1,17",CEM,0.00095
"1,17",MIE,0.00206
"1,17",CET,0.41456
"1,17",DSE,0.00456
"1,17",CTR,0.00123
"1,17",GRF,0.09323
"1,17",EMO,0.00573
"1,17",SRV,0.00573
"1,17",SZC,0.04073
"1,17",CEN,0.35205
"1,16",BCX,0.00035
"1,16",JEQ,0.00435
"1,16",IGR,0.0
"1,16",ASA,0.00402
"1,16",PEO,0.03986
"1,16",BIF,0.02167
"1,16",CEM,0.00067
"1,16",MIE,0.0029
"1,16",CET,0.41415
"1,16",DSE,0.00415
"1,16",CTR,0.0
"1,16",GRF,0.09715
"1,16",EMO,0.00715
"1,16",SRV,0.00715
"1,16",SZC,0.03715
"1,16",CEN,0.35929
"1,15",JEQ,0.00595
"1,15",IGR,0.00024
"1,15",ASA,0.00562
"1,15",PEO,0.04146
"1,15",BIF,0.01327
"1,15",CEM,0.00227
"1,15",MIE,0.0045
"1,15",CET,0.41575
"1,15",DSE,0.00575
"1,15",CTR,0.00075
"1,15",GRF,0.08875
"1,15",EMO,0.00875
"1,15",SRV,0.00875
"1,15",SZC,0.03875
"1,15",CEN,0.35946
"1,14",IGR,0.0
"1,14",ASA,0.0
"1,14",PEO,0.04503
"1,14",BIF,0.01685
"1,14",CEM,0.0
"1,14",MIE,0.0
"1,14",CET,0.41932
"1,14",DSE,0.00075
"1,14",CTR,0.0
"1,14",GRF,0.09209
"1,14",EMO,0.00209
"1,14",SRV,0.00209
"1,14",SZC,0.04709
"1,14",CEN,0.3747
"1,13",ASA,0.00139
"1,13",PEO,0.04722
"1,13",BIF,0.01904
"1,13",CEM,0.0
"1,13",MIE,0.00026
"1,13",CET,0.41151
"1,13",DSE,0.00151
"1,13",CTR,0.0
"1,13",GRF,0.09451
"1,13",EMO,0.0
"1,13",SRV,0.0
"1,13",SZC,0.04951
"1,13",CEN,0.37505
"1,12",PEO,0.04609
"1,12",BIF,0.01791
"1,12",CEM,0.0
"1,12",MIE,0.0
"1,12",CET,0.42038
"1,12",DSE,0.00181
"1,12",CTR,0.00181
"1,12",GRF,0.09181
"1,12",EMO,0.0
"1,12",SRV,0.00098
"1,12",SZC,0.04598
"1,12",CEN,0.37322
"1,11",BIF,0.0199
"1,11",CEM,0.0
"1,11",MIE,0.00101
"1,11",CET,0.42476
"1,11",DSE,0.0019
"1,11",CTR,0.0019
"1,11",GRF,0.0879
"1,11",EMO,0.0054
"1,11",SRV,0.00874
"1,11",SZC,0.03374
"1,11",CEN,0.41475
"1,10",CEM,0.0
"1,10",MIE,0.0
"1,10",CET,0.42172
"1,10",DSE,0.00172
"1,10",CTR,5e-05
"1,10",GRF,0.09605
"1,10",EMO,0.00355
"1,10",SRV,0.0
"1,10",SZC,0.04188
"1,10",CEN,0.43503
"1,9",MIE,0.0
"1,9",CET,0.42172
"1,9",DSE,0.00172
"1,9",CTR,5e-05
"1,9",GRF,0.09605
"1,9",EMO,0.00355
"1,9",SRV,0.0
"1,9",SZC,0.04188
"1,9",CEN,0.43503
"1,8",CET,0.42169
"1,8",DSE,0.00169
"1,8",CTR,3e-05
"1,8",GRF,0.09603
"1,8",EMO,0.00353
"1,8",SRV,0.0
"1,8",SZC,0.04186
"1,8",CEN,0.43517
"1,7",DSE,0.0
"1,7",CTR,0.00243
"1,7",GRF,0.07843
"1,7",EMO,0.00343
"1,7",SRV,0.0001
"1,7",SZC,0.0601
"1,7",CEN,0.85552
"1,6",CTR,0.00133
"1,6",GRF,0.08333
"1,6",EMO,0.0
"1,6",SRV,0.0
"1,6",SZC,0.065
"1,6",CEN,0.85033
"1,5",GRF,0.08333
"1,5",EMO,0.0
"1,5",SRV,0.0
"1,5",SZC,0.06
"1,5",CEN,0.85667
"1,4",EMO,0.0
"1,4",SRV,0.0
"1,4",SZC,0.065
"1,4",CEN,0.935
"2,49",STK,0.0
"2,49",ADX,0.33453
"2,49",CHN,0.0
"2,49",MIE,0.0
"2,49",SZC,0.09535
"2,49",CII,0.07
"2,49",GRF,0.1
"2,49",BCX,0.0
"2,49",CRF,0.0
"2,49",CEN,0.2
"2,49",ASA,0.0
"2,49",AGD,0.0
"2,49",AIO,0.0
"2,49",RFI,0.0
"2,49",BME,0.0
"2,49",CPZ,0.02
"2,49",CEM,0.0
"2,49",BSTZ,0.0
"2,49",NFJ,0.08
"2,49",RNP,0.0
"2,49",EXD,0.0
"2,49",EOI,0.04
"2,49",CTR,0.0
"2,49",GLQ,0.0
"2,49",BGR,0.0
"2,49",JEQ,0.0
"2,49",DSE,0.0
"2,49",BDJ,0.0
"2,49",SRV,0.0
"2,49",CLM,0.0
"2,49",EMO,0.0
"2,49",DPG,0.0
"2,49",AWP,0.0
"2,49",EOS,0.0
"2,49",BIF,0.01
"2,49",ETJ,0.0
"2,49",IAF,0.0
"2,49",AOD,0.0
"2,49",BGY,0.0
"2,49",BMEZ,0.0
"2,49",CET,0.02
"2,49",UTF,0.0
"2,49",BOE,0.0
"2,49",IGR,0.0
"2,49",PEO,0.03002
"2,49",DNP,2e-05
"2,49",RQI,2e-05
"2,49",AEF,2e-05
"2,49",BUI,2e-05
"2,48",CLM,0.0
"2,48",DNP,0.0
"2,48",BME,0.0
"2,48",UTF,0.0
"2,48",ETJ,0.0
"2,48",BUI,0.0
"2,48",EOS,0.0
"2,48",RFI,0.0
"2,48",STK,0.0
"2,48",BMEZ,0.0
"2,48",EOI,0.07197
"2,48",EXD,0.0
"2,48",RQI,0.0
"2,48",RNP,0.0
"2,48",BSTZ,0.0
"2,48",AIO,0.01099
"2,48",CII,0.02162
"2,48",BDJ,0.04008
"2,48",CHN,0.0
"2,48",BGY,0.00013
"2,48",IAF,0.00049
"2,48",AWP,0.00086
"2,48",BOE,0.0124
"2,48",DPG,0.0004
"2,48",NFJ,0.00081
"2,48",AGD,0.0
"2,48",AEF,0.0
"2,48",ADX,0.44874
"2,48",AOD,0.00274
"2,48",BGR,0.00064
"2,48",CPZ,0.02046
"2,48",GLQ,0.0
"2,48",BCX,0.0
"2,48",JEQ,0.0
"2,48",IGR,0.0
"2,48",ASA,0.01067
"2,48",PEO,0.04151
"2,48",BIF,0.0
"2,48",CEM,0.0
"2,48",MIE,9e-05
"2,48",CET,0.12259
"2,48",DSE,0.0
"2,48",CTR,0.0014
"2,48",GRF,0.0454
"2,48",EMO,0.0
"2,48",SRV,0.00457
"2,48",SZC,0.02457
"2,48",CEN,0.11687
"2,47",DNP,0.0
"2,47",BME,0.0
"2,47",UTF,0.0
"2,47",ETJ,0.0
"2,47",BUI,0.0
"2,47",EOS,0.0
"2,47",RFI,0.0
"2,47",STK,0.0
"2,47",BMEZ,0.0
"2,47",EOI,0.05226
"2,47",EXD,0.0
"2,47",RQI,0.0
"2,47",RNP,0.0
"2,47",BSTZ,0.0
"2,47",AIO,0.01103
"2,47",CII,0.03166
"2,47",BDJ,0.02908
"2,47",CHN,0.0
"2,47",BGY,0.0
"2,47",IAF,0.00042
"2,47",AWP,0.0108
"2,47",BOE,0.01233
"2,47",DPG,0.00033
"2,47",NFJ,0.00075
"2,47",AGD,0.0
"2,47",AEF,0.0
"2,47",ADX,0.44822
"2,47",AOD,0.00272
"2,47",BGR,0.00313
"2,47",CPZ,0.02146
"2,47",GLQ,0.0
"2,47",BCX,0.0
"2,47",JEQ,0.0
"2,47",IGR,0.0
"2,47",ASA,0.00123
"2,47",PEO,0.07243
"2,47",BIF,0.01
"2,47",CEM,0.0
"2,47",MIE,0.0
"2,47",CET,0.12255
"2,47",DSE,0.0
"2,47",CTR,0.00302
"2,47",GRF,0.04502
"2,47",EMO,2e-05
"2,47",SRV,0.00669
"2,47",SZC,0.02669
"2,47",CEN,0.08812
"2,46",BME,0.0
"2,46",UTF,0.0
"2,46",ETJ,0.0
"2,46",BUI,0.0
"2,46",EOS,0.0
"2,46",RFI,0.00141
"2,46",STK,0.00191
"2,46",BMEZ,0.00166
"2,46",EOI,0.08192
"2,46",EXD,0.00138
"2,46",RQI,0.0
"2,46",RNP,0.0113
"2,46",BSTZ,0.0016
"2,46",AIO,0.0022
"2,46",CII,0.02283
"2,46",BDJ,0.03025
"2,46",CHN,0.0
"2,46",BGY,0.00028
"2,46",IAF,0.00064
"2,46",AWP,0.00101
"2,46",BOE,0.01255
"2,46",DPG,0.00055
"2,46",NFJ,0.00138
"2,46",AGD,0.0
"2,46",AEF,0.0
"2,46",ADX,0.4596
"2,46",AOD,0.0041
"2,46",BGR,0.00199
"2,46",CPZ,0.00033
"2,46",GLQ,0.0
"2,46",BCX,0.0
"2,46",JEQ,0.0
"2,46",IGR,0.0
"2,46",ASA,0.0001
"2,46",PEO,0.06216
"2,46",BIF,0.0
"2,46",CEM,0.0
"2,46",MIE,0.0
"2,46",CET,0.14339
"2,46",DSE,0.00196
"2,46",CTR,0.00363
"2,46",GRF,0.04563
"2,46",EMO,0.00063
"2,46",SRV,0.00063
"2,46",SZC,0.01563
"2,46",CEN,0.08735
"2,45",UTF,0.0
"2,45",ETJ,0.0
"2,45",BUI,0.0
"2,45",EOS,0.0
"2,45",RFI,0.0011
"2,45",STK,0.0016
"2,45",BMEZ,0.00134
"2,45",EOI,0.09161
"2,45",EXD,0.00107
"2,45",RQI,0.0
"2,45",RNP,0.0
"2,45",BSTZ,0.0
"2,45",AIO,4e-05
"2,45",CII,0.02066
"2,45",BDJ,0.02808
"2,45",CHN,0.0
"2,45",BGY,0.0
"2,45",IAF,0.00092
"2,45",AWP,0.02092
"2,45",BOE,0.01207
"2,45",DPG,0.00047
"2,45",NFJ,0.00089
"2,45",AGD,0.0
"2,45",AEF,0.0
"2,45",ADX,0.44837
"2,45",AOD,0.00287
"2,45",BGR,0.00129
"2,45",CPZ,0.01
"2,45",GLQ,0.0
"2,45",BCX,0.0
"2,45",JEQ,0.0
"2,45",IGR,0.0
"2,45",ASA,0.0
"2,45",PEO,0.03024
"2,45",BIF,0.02
"2,45",CEM,0.0
"2,45",MIE,0.0
"2,45",CET,0.12249
"2,45",DSE,0.0
"2,45",CTR,0.00153
"2,45",GRF,0.04553
"2,45",EMO,0.0
"2,45",SRV,0.0047
"2,45",SZC,0.0197
"2,45",CEN,0.11251
"2,44",ETJ,0.0
"2,44",BUI,0.0
"2,44",EOS,0.0
"2,44",RFI,0.00138
"2,44",STK,0.00188
"2,44",BMEZ,0.00162
"2,44",EOI,0.08188
"2,44",EXD,0.00134
"2,44",RQI,0.0
"2,44",RNP,0.0
"2,44",BSTZ,0.0
"2,44",AIO,0.00208
"2,44",CII,0.03239
"2,44",BDJ,0.02981
"2,44",CHN,0.0
"2,44",BGY,0.0
"2,44",IAF,0.00021
"2,44",AWP,0.00058
"2,44",BOE,0.01174
"2,44",DPG,0.00014
"2,44",NFJ,0.00055
"2,44",AGD,0.0
"2,44",AEF,0.0
"2,44",ADX,0.43805
"2,44",AOD,0.00255
"2,44",BGR,0.00044
"2,44",CPZ,0.0
"2,44",GLQ,0.0
"2,44",BCX,0.0
"2,44",JEQ,0.0
"2,44",IGR,0.0
"2,44",ASA,0.0
"2,44",PEO,0.06096
"2,44",BIF,0.0
"2,44",CEM,0.0
"2,44",MIE,0.0
"2,44",CET,0.15218
"2,44",DSE,0.0
"2,44",CTR,0.00449
"2,44",GRF,0.09649
"2,44",EMO,0.0
"2,44",SRV,0.0
"2,44",SZC,0.01899
"2,44",CEN,0.06027
"2,43",BUI,0.0
"2,43",EOS,0.0
"2,43",RFI,0.0
"2,43",STK,0.0
"2,43",BMEZ,0.0
"2,43",EOI,0.06847
"2,43",EXD,0.0
"2,43",RQI,0.0
"2,43",RNP,0.00121
"2,43",BSTZ,0.0018
"2,43",AIO,0.00271
"2,43",CII,0.03271
"2,43",BDJ,0.03045
"2,43",CHN,0.0
"2,43",BGY,0.00048
"2,43",IAF,0.00084
"2,43",AWP,0.00158
"2,43",BOE,0.01235
"2,43",DPG,0.00035
"2,43",NFJ,0.00077
"2,43",AGD,0.0
"2,43",AEF,0.0
"2,43",ADX,0.43779
"2,43",AOD,0.00379
"2,43",BGR,0.00063
"2,43",CPZ,0.0
"2,43",GLQ,0.0
"2,43",BCX,0.0
"2,43",JEQ,0.0
"2,43",IGR,0.01026
"2,43",ASA,0.0018
"2,43",PEO,0.05097
"2,43",BIF,0.01
"2,43",CEM,0.0
"2,43",MIE,0.0
"2,43",CET,0.15205
"2,43",DSE,0.00063
"2,43",CTR,0.00229
"2,43",GRF,0.04829
"2,43",EMO,0.0
"2,43",SRV,0.00496
"2,43",SZC,0.00996
"2,43",CEN,0.11286
"2,42",EOS,0.0
"2,42",RFI,0.0
"2,42",STK,0.0
"2,42",BMEZ,0.0
"2,42",EOI,0.06864
"2,42",EXD,0.0
"2,42",RQI,0.0
"2,42",RNP,0.0
"2,42",BSTZ,0.00175
"2,42",AIO,0.00236
"2,42",CII,0.03236
"2,42",BDJ,0.0301
"2,42",CHN,0.0
"2,42",BGY,0.0
"2,42",IAF,0.00051
"2,42",AWP,0.00125
"2,42",BOE,0.01202
"2,42",DPG,2e-05
"2,42",NFJ,0.00043
"2,42",AGD,0.0
"2,42",AEF,0.0
"2,42",ADX,0.44698
"2,42",AOD,0.00348
"2,42",BGR,0.00032
"2,42",CPZ,0.0
"2,42",GLQ,0.0
"2,42",BCX,0.0
"2,42",JEQ,0.0
"2,42",IGR,0.0
"2,42",ASA,0.0004
"2,42",PEO,0.04123
"2,42",BIF,0.02
"2,42",CEM,0.0
"2,42",MIE,0.0
"2,42",CET,0.1403
"2,42",DSE,0.0003
"2,42",CTR,0.00197
"2,42",GRF,0.04797
"2,42",EMO,0.0
"2,42",SRV,0.00463
"2,42",SZC,0.00963
"2,42",CEN,0.13337
"2,41",RFI,0.0
"2,41",STK,0.0
"2,41",BMEZ,0.0
"2,41",EOI,0.06256
"2,41",EXD,0.0
"2,41",RQI,0.0
"2,41",RNP,0.0
"2,41",BSTZ,0.0
"2,41",AIO,0.0
"2,41",CII,0.00906
"2,41",BDJ,0.02884
"2,41",CHN,0.0
"2,41",BGY,0.0
"2,41",IAF,0.00218
"2,41",AWP,0.00255
"2,41",BOE,0.01294
"2,41",DPG,0.00134
"2,41",NFJ,0.01303
"2,41",AGD,0.0
"2,41",AEF,0.0
"2,41",ADX,0.4274
"2,41",AOD,0.0034
"2,41",BGR,0.0
"2,41",CPZ,0.0
"2,41",GLQ,0.0
"2,41",BCX,0.0
"2,41",JEQ,0.0
"2,41",IGR,0.0
"2,41",ASA,0.0
"2,41",PEO,0.06077
"2,41",BIF,0.02
"2,41",CEM,0.0
"2,41",MIE,0.0
"2,41",CET,0.15225
"2,41",DSE,0.01125
"2,41",CTR,0.00458
"2,41",GRF,0.04458
"2,41",EMO,0.0203
"2,41",SRV,0.0003
"2,41",SZC,0.0153
"2,41",CEN,0.10738
"2,40",STK,0.0
"2,40",BMEZ,0.0
"2,40",EOI,0.07011
"2,40",EXD,0.0
"2,40",RQI,0.0
"2,40",RNP,0.0
"2,40",BSTZ,0.0
"2,40",AIO,0.0
"2,40",CII,0.02382
"2,40",BDJ,0.02931
"2,40",CHN,0.0
"2,40",BGY,0.0
"2,40",IAF,0.0011
"2,40",AWP,0.00147
"2,40",BOE,0.00186
"2,40",DPG,0.00026
"2,40",NFJ,0.01203
"2,40",AGD,0.0
"2,40",AEF,0.0
"2,40",ADX,0.4264
"2,40",AOD,0.0024
"2,40",BGR,0.0
"2,40",CPZ,0.0
"2,40",GLQ,0.0
"2,40",BCX,0.0
"2,40",JEQ,0.0
"2,40",IGR,0.0
"2,40",ASA,0.0
"2,40",PEO,0.07048
"2,40",BIF,0.0
"2,40",CEM,0.0
"2,40",MIE,0.0
"2,40",CET,0.15079
"2,40",DSE,0.02041
"2,40",CTR,0.00375
"2,40",GRF,0.04575
"2,40",EMO,0.0
"2,40",SRV,0.0
"2,40",SZC,0.00825
"2,40",CEN,0.13182
"2,39",BMEZ,0.0
"2,39",EOI,0.05333
"2,39",EXD,0.0
"2,39",RQI,0.0
"2,39",RNP,0.0
"2,39",BSTZ,0.0
"2,39",AIO,0.0
"2,39",CII,0.0101
"2,39",BDJ,0.02991
"2,39",CHN,0.0
"2,39",BGY,0.00027
"2,39",IAF,0.00063
"2,39",AWP,0.001
"2,39",BOE,0.00138
"2,39",DPG,0.00018
"2,39",NFJ,0.0006
"2,39",AGD,0.0
"2,39",AEF,0.0
"2,39",ADX,0.42453
"2,39",AOD,0.00103
"2,39",BGR,0.0
"2,39",CPZ,0.0
"2,39",GLQ,0.0
"2,39",BCX,0.0
"2,39",JEQ,0.0
"2,39",IGR,0.0
"2,39",ASA,0.0
"2,39",PEO,0.0366
"2,39",BIF,0.0
"2,39",CEM,0.0
"2,39",MIE,0.0
"2,39",CET,0.16691
"2,39",DSE,0.0
"2,39",CTR,0.00024
"2,39",GRF,0.04624
"2,39",EMO,0.0
"2,39",SRV,0.00077
"2,39",SZC,0.15286
"2,39",CEN,0.07341
"2,38",EOI,0.08038
"2,38",EXD,0.0
"2,38",RQI,0.0
"2,38",RNP,0.0
"2,38",BSTZ,0.0
"2,38",AIO,0.0
"2,38",CII,0.01548
"2,38",BDJ,0.02161
"2,38",CHN,0.00094
"2,38",BGY,0.00163
"2,38",IAF,0.00199
"2,38",AWP,0.0
"2,38",BOE,0.01352
"2,38",DPG,0.0
"2,38",NFJ,0.0
"2,38",AGD,0.0
"2,38",AEF,0.0
"2,38",ADX,0.42615
"2,38",AOD,0.0
"2,38",BGR,0.00056
"2,38",CPZ,0.01
"2,38",GLQ,0.0
"2,38",BCX,0.0
"2,38",JEQ,0.0
"2,38",IGR,0.00052
"2,38",ASA,0.00129
"2,38",PEO,0.04212
"2,38",BIF,0.01667
"2,38",CEM,0.0
"2,38",MIE,0.00123
"2,38",CET,0.20498
"2,38",DSE,0.00641
"2,38",CTR,0.00308
"2,38",GRF,0.04908
"2,38",EMO,0.00029
"2,38",SRV,0.00362
"2,38",SZC,0.04362
"2,38",CEN,0.05481
"2,37",EXD,0.0
"2,37",RQI,7e-05
"2,37",RNP,0.00064
"2,37",BSTZ,0.00123
"2,37",AIO,0.00183
"2,37",CII,0.01246
"2,37",BDJ,0.02569
"2,37",CHN,0.0
"2,37",BGY,0.0
"2,37",IAF,0.0
"2,37",AWP,0.0
"2,37",BOE,9e-05
"2,37",DPG,0.01
"2,37",NFJ,0.00103
"2,37",AGD,0.01
"2,37",AEF,0.0
"2,37",ADX,0.46025
"2,37",AOD,0.0
"2,37",BGR,0.00157
"2,37",CPZ,0.0
"2,37",GLQ,0.0
"2,37",BCX,0.0
"2,37",JEQ,0.0
"2,37",IGR,0.0
"2,37",ASA,0.00031
"2,37",PEO,0.03842
"2,37",BIF,0.01115
"2,37",CEM,0.0
"2,37",MIE,0.00037
"2,37",CET,0.19037
"2,37",DSE,0.00323
"2,37",CTR,0.0049
"2,37",GRF,0.0489
"2,37",EMO,0.0
"2,37",SRV,0.0
"2,37",SZC,0.0164
"2,37",CEN,0.16109
"2,36",RQI,0.00076
"2,36",RNP,0.00133
"2,36",BSTZ,0.00192
"2,36",AIO,0.00253
"2,36",CII,0.01315
"2,36",BDJ,0.02638
"2,36",CHN,0.0
"2,36",BGY,0.0
"2,36",IAF,0.0
"2,36",AWP,0.0
"2,36",BOE,0.00077
"2,36",DPG,0.0
"2,36",NFJ,0.01161
"2,36",AGD,0.0
"2,36",AEF,0.0
"2,36",ADX,0.45948
"2,36",AOD,0.0
"2,36",BGR,0.00182
"2,36",CPZ,0.0
"2,36",GLQ,0.0
"2,36",BCX,0.0
"2,36",JEQ,0.0
"2,36",IGR,0.0
"2,36",ASA,0.00096
"2,36",PEO,0.04929
"2,36",BIF,0.01111
"2,36",CEM,0.0
"2,36",MIE,0.00022
"2,36",CET,0.18897
"2,36",DSE,0.0004
"2,36",CTR,0.0004
"2,36",GRF,0.0524
"2,36",EMO,0.0
"2,36",SRV,0.00073
"2,36",SZC,0.01573
"2,36",CEN,0.16006
"2,35",RNP,0.0
"2,35",BSTZ,0.0
"2,35",AIO,0.0
"2,35",CII,0.00079
"2,35",BDJ,0.01401
"2,35",CHN,0.0
"2,35",BGY,0.0
"2,35",IAF,0.0
"2,35",AWP,0.0
"2,35",BOE,0.01067
"2,35",DPG,0.0
"2,35",NFJ,0.0003
"2,35",AGD,0.0
"2,35",AEF,0.0
"2,35",ADX,0.46933
"2,35",AOD,0.01
"2,35",BGR,0.00254
"2,35",CPZ,0.0
"2,35",GLQ,0.0
"2,35",BCX,0.0
"2,35",JEQ,0.0
"2,35",IGR,0.0
"2,35",ASA,0.00028
"2,35",PEO,0.03862
"2,35",BIF,0.01134
"2,35",CEM,0.0
"2,35",MIE,0.00279
"2,35",CET,0.19904
"2,35",DSE,0.00047
"2,35",CTR,0.0
"2,35",GRF,0.05313
"2,35",EMO,0.0
"2,35",SRV,0.00124
"2,35",SZC,0.06124
"2,35",CEN,0.12422
"2,34",BSTZ,0.0
"2,34",AIO,0.0
"2,34",CII,0.00995
"2,34",BDJ,0.02318
"2,34",CHN,0.0
"2,34",BGY,0.0
"2,34",IAF,0.0
"2,34",AWP,0.00027
"2,34",BOE,0.01181
"2,34",DPG,0.00021
"2,34",NFJ,0.00146
"2,34",AGD,0.0
"2,34",AEF,0.0
"2,34",ADX,0.45889
"2,34",AOD,0.0
"2,34",BGR,0.00018
"2,34",CPZ,0.0
"2,34",GLQ,0.0
"2,34",BCX,0.0
"2,34",JEQ,0.0
"2,34",IGR,0.01
"2,34",ASA,0.005
"2,34",PEO,0.06334
"2,34",BIF,0.02243
"2,34",CEM,0.00043
"2,34",MIE,0.0
"2,34",CET,0.18459
"2,34",DSE,0.00459
"2,34",CTR,0.00857
"2,34",GRF,0.10657
"2,34",EMO,0.0
"2,34",SRV,0.0024
"2,34",SZC,0.0124
"2,34",CEN,0.07372
"2,33",AIO,0.0
"2,33",CII,0.00957
"2,33",BDJ,0.0228
"2,33",CHN,0.0
"2,33",BGY,0.0
"2,33",IAF,0.0
"2,33",AWP,0.0
"2,33",BOE,0.0
"2,33",DPG,0.0
"2,33",NFJ,0.0
"2,33",AGD,0.0
"2,33",AEF,0.0
"2,33",ADX,0.4547
"2,33",AOD,0.0
"2,33",BGR,0.00021
"2,33",CPZ,0.01
"2,33",GLQ,0.0
"2,33",BCX,0.0
"2,33",JEQ,0.0
"2,33",IGR,0.0
"2,33",ASA,0.00203
"2,33",PEO,0.0512
"2,33",BIF,0.02392
"2,33",CEM,0.00192
"2,33",MIE,0.0
"2,33",CET,0.20401
"2,33",DSE,0.0
"2,33",CTR,0.00045
"2,33",GRF,0.07645
"2,33",EMO,0.0
"2,33",SRV,0.00367
"2,33",SZC,0.03867
"2,33",CEN,0.10042
"2,32",CII,0.02412
"2,32",BDJ,0.03735
"2,32",CHN,0.0
"2,32",BGY,0.0
"2,32",IAF,0.0
"2,32",AWP,0.0
"2,32",BOE,0.00178
"2,32",DPG,0.00018
"2,32",NFJ,0.00143
"2,32",AGD,0.0
"2,32",AEF,0.0
"2,32",ADX,0.45886
"2,32",AOD,0.0
"2,32",BGR,0.00093
"2,32",CPZ,0.01
"2,32",GLQ,0.0
"2,32",BCX,0.0
"2,32",JEQ,0.0
"2,32",IGR,0.0
"2,32",ASA,0.00049
"2,32",PEO,0.04049
"2,32",BIF,0.01231
"2,32",CEM,0.00107
"2,32",MIE,0.0044
"2,32",CET,0.1919
"2,32",DSE,0.0019
"2,32",CTR,0.0
"2,32",GRF,0.0529
"2,32",EMO,0.0
"2,32",SRV,0.0
"2,32",SZC,0.05409
"2,32",CEN,0.10577
"2,31",BDJ,0.05556
"2,31",CHN,0.0
"2,31",BGY,0.0
"2,31",IAF,0.0
"2,31",AWP,0.0
"2,31",BOE,0.0
"2,31",DPG,0.0
"2,31",NFJ,0.0
"2,31",AGD,0.0
"2,31",AEF,0.0
"2,31",ADX,0.46145
"2,31",AOD,0.0
"2,31",BGR,0.0
"2,31",CPZ,0.0
"2,31",GLQ,0.0
"2,31",BCX,0.0
"2,31",JEQ,0.0
"2,31",IGR,0.0
"2,31",ASA,0.00061
"2,31",PEO,0.03727
"2,31",BIF,0.01091
"2,31",CEM,0.00077
"2,31",MIE,0.0041
"2,31",CET,0.21035
"2,31",DSE,0.00035
"2,31",CTR,0.0
"2,31",GRF,0.04902
"2,31",EMO,0.0
"2,31",SRV,0.0
"2,31",SZC,0.02232
"2,31",CEN,0.14729
"2,30",CHN,0.0
"2,30",BGY,0.0
"2,30",IAF,0.00063
"2,30",AWP,0.00174
"2,30",BOE,0.0029
"2,30",DPG,0.0005
"2,30",NFJ,0.00175
"2,30",AGD,0.0
"2,30",AEF,0.0
"2,30",ADX,0.47788
"2,30",AOD,0.0
"2,30",BGR,0.00106
"2,30",CPZ,0.0
"2,30",GLQ,0.0
"2,30",BCX,0.0
"2,30",JEQ,0.0
"2,30",IGR,0.0
"2,30",ASA,0.0
"2,30",PEO,0.03458
"2,30",BIF,0.01822
"2,30",CEM,0.0
"2,30",MIE,0.00411
"2,30",CET,0.21875
"2,30",DSE,0.03042
"2,30",CTR,0.00709
"2,30",GRF,0.06151
"2,30",EMO,0.0
"2,30",SRV,0.00568
"2,30",SZC,0.03568
"2,30",CEN,0.0975
"2,29",BGY,0.0
"2,29",IAF,0.00072
"2,29",AWP,0.00183
"2,29",BOE,0.00299
"2,29",DPG,0.00059
"2,29",NFJ,0.00184
"2,29",AGD,0.0
"2,29",AEF,0.0
"2,29",ADX,0.47797
"2,29",AOD,0.0
"2,29",BGR,0.00118
"2,29",CPZ,0.0
"2,29",GLQ,0.0
"2,29",BCX,0.0
"2,29",JEQ,0.0
"2,29",IGR,0.0
"2,29",ASA,0.0
"2,29",PEO,0.03458
"2,29",BIF,0.01822
"2,29",CEM,0.0
