,,Weights
"2,46",IAF,0.0
"2,46",AWP,0.0
"2,46",BOE,0.022
"2,46",DPG,0.0
"2,46",NFJ,0.012
"2,46",AGD,0.004
"2,46",AEF,0.005
"2,46",ADX,0.476
"2,46",AOD,0.005
"2,46",BGR,0.003
"2,46",CPZ,0.001
"2,46",GLQ,0.0
"2,46",BCX,0.0
"2,46",JEQ,0.0
"2,46",IGR,0.0
"2,46",ASA,0.003
"2,46",PEO,0.043
"2,46",BIF,0.0
"2,46",CEM,0.0
"2,46",MIE,0.001
"2,46",CET,0.104
"2,46",DSE,0.001
"2,46",CTR,0.005
"2,46",GRF,0.043
"2,46",EMO,0.0
"2,46",SRV,0.0
"2,46",SZC,0.082
"2,46",CEN,0.002
"2,45",UTF,0.0
"2,45",ETJ,0.0
"2,45",BUI,0.0
"2,45",EOS,0.004
"2,45",RFI,0.0
"2,45",STK,0.0
"2,45",BMEZ,0.0
"2,45",EOI,0.103
"2,45",EXD,0.001
"2,45",RQI,0.001
"2,45",RNP,0.0
"2,45",BSTZ,0.0
"2,45",AIO,0.0
"2,45",CII,0.023
"2,45",BDJ,0.032
"2,45",CHN,0.0
"2,45",BGY,0.0
"2,45",IAF,0.0
"2,45",AWP,0.0
"2,45",BOE,0.014
"2,45",DPG,0.0
"2,45",NFJ,0.041
"2,45",AGD,0.003
"2,45",AEF,0.003
"2,45",ADX,0.463
"2,45",AOD,0.003
"2,45",BGR,0.002
"2,45",CPZ,0.0
"2,45",GLQ,0.0
"2,45",BCX,0.0
"2,45",JEQ,0.0
"2,45",IGR,0.0
"2,45",ASA,0.0
"2,45",PEO,0.042
"2,45",BIF,0.0
"2,45",CEM,0.0
"2,45",MIE,0.0
"2,45",CET,0.102
"2,45",DSE,0.001
"2,45",CTR,0.002
"2,45",GRF,0.044
"2,45",EMO,0.0
"2,45",SRV,0.0
"2,45",SZC,0.112
"2,45",CEN,0.002
"2,44",ETJ,0.0
"2,44",BUI,0.0
"2,44",EOS,0.004
"2,44",RFI,0.0
"2,44",STK,0.0
"2,44",BMEZ,0.0
"2,44",EOI,0.094
"2,44",EXD,0.001
"2,44",RQI,0.001
"2,44",RNP,0.0
"2,44",BSTZ,0.0
"2,44",AIO,0.0
"2,44",CII,0.024
"2,44",BDJ,0.032
"2,44",CHN,0.0
"2,44",BGY,0.0
"2,44",IAF,0.0
"2,44",AWP,0.0
"2,44",BOE,0.005
"2,44",DPG,0.0
"2,44",NFJ,0.026
"2,44",AGD,0.0
"2,44",AEF,0.001
"2,44",ADX,0.492
"2,44",AOD,0.002
"2,44",BGR,0.0
"2,44",CPZ,0.01
"2,44",GLQ,0.0
"2,44",BCX,0.0
"2,44",JEQ,0.0
"2,44",IGR,0.0
"2,44",ASA,0.003
"2,44",PEO,0.063
"2,44",BIF,0.0
"2,44",CEM,0.0
"2,44",MIE,0.002
"2,44",CET,0.093
"2,44",DSE,0.002
"2,44",CTR,0.003
"2,44",GRF,0.043
"2,44",EMO,0.002
"2,44",SRV,0.002
"2,44",SZC,0.067
"2,44",CEN,0.027
"2,43",BUI,0.0
"2,43",EOS,0.0
"2,43",RFI,0.0
"2,43",STK,0.0
"2,43",BMEZ,0.0
"2,43",EOI,0.081
"2,43",EXD,0.0
"2,43",RQI,0.0
"2,43",RNP,0.0
"2,43",BSTZ,0.0
"2,43",AIO,0.0
"2,43",CII,0.034
"2,43",BDJ,0.032
"2,43",CHN,0.0
"2,43",BGY,0.0
"2,43",IAF,0.0
"2,43",AWP,0.0
"2,43",BOE,0.005
"2,43",DPG,0.0
"2,43",NFJ,0.065
"2,43",AGD,0.001
"2,43",AEF,0.004
"2,43",ADX,0.547
"2,43",AOD,0.004
"2,43",BGR,0.003
"2,43",CPZ,0.002
"2,43",GLQ,0.0
"2,43",BCX,0.0
"2,43",JEQ,0.001
"2,43",IGR,0.002
"2,43",ASA,0.003
"2,43",PEO,0.033
"2,43",BIF,0.0
"2,43",CEM,0.0
"2,43",MIE,0.001
"2,43",CET,0.044
"2,43",DSE,0.002
"2,43",CTR,0.004
"2,43",GRF,0.046
"2,43",EMO,0.001
"2,43",SRV,0.002
"2,43",SZC,0.067
"2,43",CEN,0.017
"2,42",EOS,0.03
"2,42",RFI,0.0
"2,42",STK,0.0
"2,42",BMEZ,0.0
"2,42",EOI,0.081
"2,42",EXD,0.0
"2,42",RQI,0.0
"2,42",RNP,0.0
"2,42",BSTZ,0.0
"2,42",AIO,0.0
"2,42",CII,0.011
"2,42",BDJ,0.034
"2,42",CHN,0.0
"2,42",BGY,0.0
"2,42",IAF,0.0
"2,42",AWP,0.0
"2,42",BOE,0.0
"2,42",DPG,0.001
"2,42",NFJ,0.092
"2,42",AGD,0.004
"2,42",AEF,0.004
"2,42",ADX,0.495
"2,42",AOD,0.004
"2,42",BGR,0.003
"2,42",CPZ,0.001
"2,42",GLQ,0.0
"2,42",BCX,0.0
"2,42",JEQ,0.0
"2,42",IGR,0.0
"2,42",ASA,0.002
"2,42",PEO,0.033
"2,42",BIF,0.01
"2,42",CEM,0.0
"2,42",MIE,0.002
"2,42",CET,0.073
"2,42",DSE,0.001
"2,42",CTR,0.003
"2,42",GRF,0.045
"2,42",EMO,0.0
"2,42",SRV,0.0
"2,42",SZC,0.025
"2,42",CEN,0.047
"2,41",RFI,0.0
"2,41",STK,0.0
"2,41",BMEZ,0.0
"2,41",EOI,0.085
"2,41",EXD,0.0
"2,41",RQI,0.0
"2,41",RNP,0.0
"2,41",BSTZ,0.0
"2,41",AIO,0.0
"2,41",CII,0.03
"2,41",BDJ,0.038
"2,41",CHN,0.0
"2,41",BGY,0.0
"2,41",IAF,0.0
"2,41",AWP,0.0
"2,41",BOE,0.021
"2,41",DPG,0.001
"2,41",NFJ,0.002
"2,41",AGD,0.002
"2,41",AEF,0.002
"2,41",ADX,0.453
"2,41",AOD,0.0
"2,41",BGR,0.0
"2,41",CPZ,0.0
"2,41",GLQ,0.0
"2,41",BCX,0.0
"2,41",JEQ,0.0
"2,41",IGR,0.01
"2,41",ASA,0.002
"2,41",PEO,0.034
"2,41",BIF,0.01
"2,41",CEM,0.0
"2,41",MIE,0.002
"2,41",CET,0.155
"2,41",DSE,0.002
"2,41",CTR,0.005
"2,41",GRF,0.037
"2,41",EMO,0.001
"2,41",SRV,0.001
"2,41",SZC,0.102
"2,41",CEN,0.002
"2,40",STK,0.0
"2,40",BMEZ,0.0
"2,40",EOI,0.086
"2,40",EXD,0.0
"2,40",RQI,0.0
"2,40",RNP,0.0
"2,40",BSTZ,0.0
"2,40",AIO,0.0
"2,40",CII,0.025
"2,40",BDJ,0.033
"2,40",CHN,0.0
"2,40",BGY,0.0
"2,40",IAF,0.0
"2,40",AWP,0.0
"2,40",BOE,0.006
"2,40",DPG,0.0
"2,40",NFJ,0.002
"2,40",AGD,0.001
"2,40",AEF,0.002
"2,40",ADX,0.473
"2,40",AOD,0.0
"2,40",BGR,0.001
"2,40",CPZ,0.011
"2,40",GLQ,0.001
"2,40",BCX,0.001
"2,40",JEQ,0.0
"2,40",IGR,0.001
"2,40",ASA,0.003
"2,40",PEO,0.044
"2,40",BIF,0.0
"2,40",CEM,0.0
"2,40",MIE,0.003
"2,40",CET,0.176
"2,40",DSE,0.003
"2,40",CTR,0.0
"2,40",GRF,0.047
"2,40",EMO,0.0
"2,40",SRV,0.0
"2,40",SZC,0.082
"2,40",CEN,0.002
"2,39",BMEZ,0.0
"2,39",EOI,0.085
"2,39",EXD,0.0
"2,39",RQI,0.0
"2,39",RNP,0.0
"2,39",BSTZ,0.0
"2,39",AIO,0.001
"2,39",CII,0.041
"2,39",BDJ,0.029
"2,39",CHN,0.0
"2,39",BGY,0.0
"2,39",IAF,0.0
"2,39",AWP,0.001
"2,39",BOE,0.012
"2,39",DPG,0.002
"2,39",NFJ,0.003
"2,39",AGD,0.001
"2,39",AEF,0.002
"2,39",ADX,0.463
"2,39",AOD,0.0
"2,39",BGR,0.0
"2,39",CPZ,0.0
"2,39",GLQ,0.0
"2,39",BCX,0.0
"2,39",JEQ,0.0
"2,39",IGR,0.002
"2,39",ASA,0.002
"2,39",PEO,0.032
"2,39",BIF,0.0
"2,39",CEM,0.0
"2,39",MIE,0.001
"2,39",CET,0.175
"2,39",DSE,0.002
"2,39",CTR,0.007
"2,39",GRF,0.047
"2,39",EMO,0.0
"2,39",SRV,0.0
"2,39",SZC,0.091
"2,39",CEN,0.001
"2,38",EOI,0.121
"2,38",EXD,0.0
"2,38",RQI,0.0
"2,38",RNP,0.0
"2,38",BSTZ,0.0
"2,38",AIO,0.0
"2,38",CII,0.02
"2,38",BDJ,0.017
"2,38",CHN,0.0
"2,38",BGY,0.0
"2,38",IAF,0.0
"2,38",AWP,0.0
"2,38",BOE,0.014
"2,38",DPG,0.001
"2,38",NFJ,0.002
"2,38",AGD,0.001
"2,38",AEF,0.001
"2,38",ADX,0.453
"2,38",AOD,0.0
"2,38",BGR,0.0
"2,38",CPZ,0.001
"2,38",GLQ,0.0
"2,38",BCX,0.0
"2,38",JEQ,0.001
"2,38",IGR,0.001
"2,38",ASA,0.001
"2,38",PEO,0.032
"2,38",BIF,0.01
"2,38",CEM,0.0
"2,38",MIE,0.0
"2,38",CET,0.184
"2,38",DSE,0.001
"2,38",CTR,0.0
"2,38",GRF,0.055
"2,38",EMO,0.0
"2,38",SRV,0.003
"2,38",SZC,0.081
"2,38",CEN,0.001
"2,37",EXD,0.0
"2,37",RQI,0.001
"2,37",RNP,0.001
"2,37",BSTZ,0.002
"2,37",AIO,0.002
"2,37",CII,0.013
"2,37",BDJ,0.029
"2,37",CHN,0.0
"2,37",BGY,0.0
"2,37",IAF,0.0
"2,37",AWP,0.001
"2,37",BOE,0.002
"2,37",DPG,0.0
"2,37",NFJ,0.002
"2,37",AGD,0.001
"2,37",AEF,0.001
"2,37",ADX,0.471
"2,37",AOD,0.0
"2,37",BGR,0.0
"2,37",CPZ,0.005
"2,37",GLQ,0.0
"2,37",BCX,0.0
"2,37",JEQ,0.0
"2,37",IGR,0.0
"2,37",ASA,0.0
"2,37",PEO,0.078
"2,37",BIF,0.017
"2,37",CEM,0.0
"2,37",MIE,0.0
"2,37",CET,0.187
"2,37",DSE,0.004
"2,37",CTR,0.0
"2,37",GRF,0.134
"2,37",EMO,0.0
"2,37",SRV,0.0
"2,37",SZC,0.05
"2,37",CEN,0.0
"2,36",RQI,0.0
"2,36",RNP,0.0
"2,36",BSTZ,0.0
"2,36",AIO,0.0
"2,36",CII,0.007
"2,36",BDJ,0.038
"2,36",CHN,0.0
"2,36",BGY,0.0
"2,36",IAF,0.0
"2,36",AWP,0.0
"2,36",BOE,0.012
"2,36",DPG,0.0
"2,36",NFJ,0.001
"2,36",AGD,0.0
"2,36",AEF,0.0
"2,36",ADX,0.461
"2,36",AOD,0.002
"2,36",BGR,0.0
"2,36",CPZ,0.004
"2,36",GLQ,0.0
"2,36",BCX,0.0
"2,36",JEQ,0.0
"2,36",IGR,0.0
"2,36",ASA,0.0
"2,36",PEO,0.052
"2,36",BIF,0.004
"2,36",CEM,0.0
"2,36",MIE,0.0
"2,36",CET,0.183
"2,36",DSE,0.001
"2,36",CTR,0.0
"2,36",GRF,0.063
"2,36",EMO,0.0
"2,36",SRV,0.0
"2,36",SZC,0.166
"2,36",CEN,0.006
"2,35",RNP,0.0
"2,35",BSTZ,0.0
"2,35",AIO,0.0
"2,35",CII,0.003
"2,35",BDJ,0.019
"2,35",CHN,0.0
"2,35",BGY,0.0
"2,35",IAF,0.0
"2,35",AWP,0.0
"2,35",BOE,0.021
"2,35",DPG,0.0
"2,35",NFJ,0.001
"2,35",AGD,0.0
"2,35",AEF,0.0
"2,35",ADX,0.471
"2,35",AOD,0.001
"2,35",BGR,0.0
"2,35",CPZ,0.015
"2,35",GLQ,0.0
"2,35",BCX,0.0
"2,35",JEQ,0.0
"2,35",IGR,0.0
"2,35",ASA,0.0
"2,35",PEO,0.064
"2,35",BIF,0.016
"2,35",CEM,0.0
"2,35",MIE,0.0
"2,35",CET,0.153
"2,35",DSE,0.0
"2,35",CTR,0.003
"2,35",GRF,0.064
"2,35",EMO,0.0
"2,35",SRV,0.0
"2,35",SZC,0.165
"2,35",CEN,0.005
"2,34",BSTZ,0.0
"2,34",AIO,0.0
"2,34",CII,0.004
"2,34",BDJ,0.02
"2,34",CHN,0.0
"2,34",BGY,0.0
"2,34",IAF,0.0
"2,34",AWP,0.001
"2,34",BOE,0.012
"2,34",DPG,0.001
"2,34",NFJ,0.002
"2,34",AGD,0.0
"2,34",AEF,0.0
"2,34",ADX,0.492
"2,34",AOD,0.002
"2,34",BGR,0.0
"2,34",CPZ,0.004
"2,34",GLQ,0.0
"2,34",BCX,0.0
"2,34",JEQ,0.0
"2,34",IGR,0.0
"2,34",ASA,0.001
"2,34",PEO,0.065
"2,34",BIF,0.016
"2,34",CEM,0.0
"2,34",MIE,0.0
"2,34",CET,0.195
"2,34",DSE,0.001
"2,34",CTR,0.0
"2,34",GRF,0.045
"2,34",EMO,0.0
"2,34",SRV,0.0
"2,34",SZC,0.14
"2,34",CEN,0.0
"2,33",AIO,0.0
"2,33",CII,0.001
"2,33",BDJ,0.034
"2,33",CHN,0.0
"2,33",BGY,0.0
"2,33",IAF,0.0
"2,33",AWP,0.002
"2,33",BOE,0.013
"2,33",DPG,0.002
"2,33",NFJ,0.0
"2,33",AGD,0.001
"2,33",AEF,0.001
"2,33",ADX,0.484
"2,33",AOD,0.004
"2,33",BGR,0.0
"2,33",CPZ,0.006
"2,33",GLQ,0.0
"2,33",BCX,0.0
"2,33",JEQ,0.0
"2,33",IGR,0.0
"2,33",ASA,0.001
"2,33",PEO,0.044
"2,33",BIF,0.027
"2,33",CEM,0.0
"2,33",MIE,0.0
"2,33",CET,0.248
"2,33",DSE,0.005
"2,33",CTR,0.0
"2,33",GRF,0.054
"2,33",EMO,0.0
"2,33",SRV,0.0
"2,33",SZC,0.071
"2,33",CEN,0.001
"2,32",CII,0.019
"2,32",BDJ,0.055
"2,32",CHN,0.0
"2,32",BGY,0.0
"2,32",IAF,0.001
"2,32",AWP,0.002
"2,32",BOE,0.002
"2,32",DPG,0.002
"2,32",NFJ,0.0
"2,32",AGD,0.001
"2,32",AEF,0.001
"2,32",ADX,0.492
"2,32",AOD,0.0
"2,32",BGR,0.0
"2,32",CPZ,0.0
"2,32",GLQ,0.0
"2,32",BCX,0.0
"2,32",JEQ,0.0
"2,32",IGR,0.0
"2,32",ASA,0.0
"2,32",PEO,0.041
"2,32",BIF,0.015
"2,32",CEM,0.0
"2,32",MIE,0.0
"2,32",CET,0.235
"2,32",DSE,0.005
"2,32",CTR,0.0
"2,32",GRF,0.056
"2,32",EMO,0.0
"2,32",SRV,0.0
"2,32",SZC,0.015
"2,32",CEN,0.059
"2,31",BDJ,0.053
"2,31",CHN,0.0
"2,31",BGY,0.0
"2,31",IAF,0.0
"2,31",AWP,0.0
"2,31",BOE,0.005
"2,31",DPG,0.0
"2,31",NFJ,0.002
"2,31",AGD,0.0
"2,31",AEF,0.0
"2,31",ADX,0.491
"2,31",AOD,0.004
"2,31",BGR,0.001
"2,31",CPZ,0.001
"2,31",GLQ,0.0
"2,31",BCX,0.0
"2,31",JEQ,0.0
"2,31",IGR,0.001
"2,31",ASA,0.004
"2,31",PEO,0.049
"2,31",BIF,0.019
"2,31",CEM,0.0
"2,31",MIE,0.003
"2,31",CET,0.219
"2,31",DSE,0.001
"2,31",CTR,0.004
"2,31",GRF,0.06
"2,31",EMO,0.0
"2,31",SRV,0.0
"2,31",SZC,0.025
"2,31",CEN,0.057
"2,30",CHN,0.0
"2,30",BGY,0.0
"2,30",IAF,0.0
"2,30",AWP,0.0
"2,30",BOE,0.002
"2,30",DPG,0.0
"2,30",NFJ,0.002
"2,30",AGD,0.0
"2,30",AEF,0.0
"2,30",ADX,0.497
"2,30",AOD,0.0
"2,30",BGR,0.0
"2,30",CPZ,0.01
"2,30",GLQ,0.0
"2,30",BCX,0.0
"2,30",JEQ,0.0
"2,30",IGR,0.0
"2,30",ASA,0.001
"2,30",PEO,0.028
"2,30",BIF,0.018
"2,30",CEM,0.0
"2,30",MIE,0.002
"2,30",CET,0.25
"2,30",DSE,0.0
"2,30",CTR,0.003
"2,30",GRF,0.077
"2,30",EMO,0.0
"2,30",SRV,0.0
"2,30",SZC,0.044
"2,30",CEN,0.067
"2,29",BGY,0.0
"2,29",IAF,0.0
"2,29",AWP,0.0
"2,29",BOE,0.002
"2,29",DPG,0.0
"2,29",NFJ,0.002
"2,29",AGD,0.0
"2,29",AEF,0.0
"2,29",ADX,0.507
"2,29",AOD,0.0
"2,29",BGR,0.0
"2,29",CPZ,0.0
"2,29",GLQ,0.0
"2,29",BCX,0.0
"2,29",JEQ,0.0
"2,29",IGR,0.0
"2,29",ASA,0.0
"2,29",PEO,0.04
"2,29",BIF,0.02
"2,29",CEM,0.0
"2,29",MIE,0.004
"2,29",CET,0.219
"2,29",DSE,0.0
"2,29",CTR,0.003
"2,29",GRF,0.053
"2,29",EMO,0.0
"2,29",SRV,0.0
"2,29",SZC,0.043
"2,29",CEN,0.107
"2,28",IAF,0.0
"2,28",AWP,0.0
"2,28",BOE,0.004
"2,28",DPG,0.0
"2,28",NFJ,0.0
"2,28",AGD,0.0
"2,28",AEF,0.0
"2,28",ADX,0.507
"2,28",AOD,0.0
"2,28",BGR,0.0
"2,28",CPZ,0.0
"2,28",GLQ,0.0
"2,28",BCX,0.0
"2,28",JEQ,0.0
"2,28",IGR,0.001
"2,28",ASA,0.002
"2,28",PEO,0.051
"2,28",BIF,0.022
"2,28",CEM,0.0
"2,28",MIE,0.005
"2,28",CET,0.219
"2,28",DSE,0.001
"2,28",CTR,0.0
"2,28",GRF,0.066
"2,28",EMO,0.0
"2,28",SRV,0.0
"2,28",SZC,0.121
"2,28",CEN,0.001
"2,27",AWP,0.005
"2,27",BOE,0.012
"2,27",DPG,0.0
"2,27",NFJ,0.0
"2,27",AGD,0.0
"2,27",AEF,0.0
"2,27",ADX,0.492
"2,27",AOD,0.0
"2,27",BGR,0.0
"2,27",CPZ,0.004
"2,27",GLQ,0.0
"2,27",BCX,0.0
"2,27",JEQ,0.0
"2,27",IGR,0.0
"2,27",ASA,0.002
"2,27",PEO,0.036
"2,27",BIF,0.017
"2,27",CEM,0.0
"2,27",MIE,0.0
"2,27",CET,0.247
"2,27",DSE,0.0
"2,27",CTR,0.0
"2,27",GRF,0.075
"2,27",EMO,0.0
"2,27",SRV,0.0
"2,27",SZC,0.111
"2,27",CEN,0.001
"2,26",BOE,0.029
"2,26",DPG,0.005
"2,26",NFJ,0.0
"2,26",AGD,0.0
"2,26",AEF,0.0
"2,26",ADX,0.528
"2,26",AOD,0.0
"2,26",BGR,0.0
"2,26",CPZ,0.0
"2,26",GLQ,0.0
"2,26",BCX,0.0
"2,26",JEQ,0.0
"2,26",IGR,0.0
"2,26",ASA,0.001
"2,26",PEO,0.046
"2,26",BIF,0.008
"2,26",CEM,0.0
"2,26",MIE,0.0
"2,26",CET,0.237
"2,26",DSE,0.0
"2,26",CTR,0.0
"2,26",GRF,0.054
"2,26",EMO,0.0
"2,26",SRV,0.0
"2,26",SZC,0.045
"2,26",CEN,0.047
"3,49",STK,0.016
"3,49",ADX,0.256
"3,49",CHN,0.001
"3,49",MIE,0.001
"3,49",SZC,0.001
"3,49",CII,0.021
"3,49",GRF,0.054
"3,49",BCX,0.0
"3,49",CRF,0.0
"3,49",CEN,0.001
"3,49",ASA,0.006
"3,49",AGD,0.008
"3,49",AIO,0.005
"3,49",RFI,0.0
"3,49",BME,0.0
"3,49",CPZ,0.021
"3,49",CEM,0.001
"3,49",BSTZ,0.0
"3,49",NFJ,0.0
"3,49",RNP,0.0
"3,49",EXD,0.0
"3,49",EOI,0.08
"3,49",CTR,0.0
"3,49",GLQ,0.0
"3,49",BGR,0.0
"3,49",JEQ,0.0
"3,49",DSE,0.0
"3,49",BDJ,0.07
"3,49",SRV,0.0
"3,49",CLM,0.0
"3,49",EMO,0.0
"3,49",DPG,0.02
"3,49",AWP,0.0
"3,49",EOS,0.002
"3,49",BIF,0.002
"3,49",ETJ,0.0
"3,49",IAF,0.0
"3,49",AOD,0.0
"3,49",BGY,0.0
"3,49",BMEZ,0.0
"3,49",CET,0.417
"3,49",UTF,0.0
"3,49",BOE,0.008
"3,49",IGR,0.0
"3,49",PEO,0.01
"3,49",DNP,0.0
"3,49",RQI,0.0
"3,49",AEF,0.0
"3,49",BUI,0.0
"3,48",CLM,0.0
"3,48",DNP,0.0
"3,48",BME,0.0
"3,48",UTF,0.0
"3,48",ETJ,0.0
"3,48",BUI,0.0
"3,48",EOS,0.03
"3,48",RFI,0.0
"3,48",STK,0.001
"3,48",BMEZ,0.0
"3,48",EOI,0.111
"3,48",EXD,0.003
"3,48",RQI,0.002
"3,48",RNP,0.002
"3,48",BSTZ,0.002
"3,48",AIO,0.003
"3,48",CII,0.043
"3,48",BDJ,0.04
"3,48",CHN,0.001
"3,48",BGY,0.003
"3,48",IAF,0.003
"3,48",AWP,0.003
"3,48",BOE,0.004
"3,48",DPG,0.004
"3,48",NFJ,0.054
"3,48",AGD,0.001
"3,48",AEF,0.002
"3,48",ADX,0.494
"3,48",AOD,0.004
"3,48",BGR,0.003
"3,48",CPZ,0.002
"3,48",GLQ,0.0
"3,48",BCX,0.002
"3,48",JEQ,0.002
"3,48",IGR,0.003
"3,48",ASA,0.003
"3,48",PEO,0.034
"3,48",BIF,0.0
"3,48",CEM,0.0
"3,48",MIE,0.0
"3,48",CET,0.066
"3,48",DSE,0.0
"3,48",CTR,0.0
"3,48",GRF,0.0
"3,48",EMO,0.0
"3,48",SRV,0.0
"3,48",SZC,0.045
"3,48",CEN,0.029
"3,47",DNP,0.0
"3,47",BME,0.0
"3,47",UTF,0.0
"3,47",ETJ,0.0
"3,47",BUI,0.0
"3,47",EOS,0.02
"3,47",RFI,0.0
"3,47",STK,0.001
"3,47",BMEZ,0.0
"3,47",EOI,0.111
"3,47",EXD,0.003
"3,47",RQI,0.002
"3,47",RNP,0.002
"3,47",BSTZ,0.002
"3,47",AIO,0.003
"3,47",CII,0.023
"3,47",BDJ,0.05
"3,47",CHN,0.001
"3,47",BGY,0.003
"3,47",IAF,0.003
"3,47",AWP,0.003
"3,47",BOE,0.004
"3,47",DPG,0.004
"3,47",NFJ,0.084
"3,47",AGD,0.001
"3,47",AEF,0.002
"3,47",ADX,0.504
"3,47",AOD,0.004
"3,47",BGR,0.003
"3,47",CPZ,0.002
"3,47",GLQ,0.0
"3,47",BCX,0.002
"3,47",JEQ,0.002
"3,47",IGR,0.003
"3,47",ASA,0.003
"3,47",PEO,0.034
"3,47",BIF,0.0
"3,47",CEM,0.0
"3,47",MIE,0.0
"3,47",CET,0.045
"3,47",DSE,0.002
"3,47",CTR,0.007
"3,47",GRF,0.051
"3,47",EMO,0.0
"3,47",SRV,0.0
"3,47",SZC,0.0
"3,47",CEN,0.015
"3,46",BME,0.0
"3,46",UTF,0.0
"3,46",ETJ,0.0
"3,46",BUI,0.0
"3,46",EOS,0.01
"3,46",RFI,0.0
"3,46",STK,0.001
"3,46",BMEZ,0.0
"3,46",EOI,0.11
"3,46",EXD,0.003
"3,46",RQI,0.002
"3,46",RNP,0.002
"3,46",BSTZ,0.002
"3,46",AIO,0.003
"3,46",CII,0.033
"3,46",BDJ,0.05
"3,46",CHN,0.002
"3,46",BGY,0.003
"3,46",IAF,0.003
"3,46",AWP,0.003
"3,46",BOE,0.004
"3,46",DPG,0.004
"3,46",NFJ,0.084
"3,46",AGD,0.001
"3,46",AEF,0.002
"3,46",ADX,0.484
"3,46",AOD,0.004
"3,46",BGR,0.003
"3,46",CPZ,0.002
"3,46",GLQ,0.0
"3,46",BCX,0.002
"3,46",JEQ,0.002
"3,46",IGR,0.003
"3,46",ASA,0.003
"3,46",PEO,0.034
"3,46",BIF,0.0
"3,46",CEM,0.0
"3,46",MIE,0.0
"3,46",CET,0.045
"3,46",DSE,0.002
"3,46",CTR,0.007
"3,46",GRF,0.041
"3,46",EMO,0.0
"3,46",SRV,0.0
"3,46",SZC,0.04
"3,46",CEN,0.005
"3,45",UTF,0.0
"3,45",ETJ,0.0
"3,45",BUI,0.0
"3,45",EOS,0.02
"3,45",RFI,0.0
"3,45",STK,0.001
"3,45",BMEZ,0.0
"3,45",EOI,0.11
"3,45",EXD,0.003
"3,45",RQI,0.002
"3,45",RNP,0.002
"3,45",BSTZ,0.002
"3,45",AIO,0.003
"3,45",CII,0.023
"3,45",BDJ,0.05
"3,45",CHN,0.002
"3,45",BGY,0.003
"3,45",IAF,0.003
"3,45",AWP,0.003
"3,45",BOE,0.004
"3,45",DPG,0.004
"3,45",NFJ,0.084
"3,45",AGD,0.001
"3,45",AEF,0.002
"3,45",ADX,0.504
"3,45",AOD,0.004
"3,45",BGR,0.003
"3,45",CPZ,0.002
"3,45",GLQ,0.0
"3,45",BCX,0.002
"3,45",JEQ,0.002
"3,45",IGR,0.003
"3,45",ASA,0.003
"3,45",PEO,0.034
"3,45",BIF,0.0
"3,45",CEM,0.0
"3,45",MIE,0.0
"3,45",CET,0.045
"3,45",DSE,0.002
"3,45",CTR,0.005
"3,45",GRF,0.051
"3,45",EMO,0.0
"3,45",SRV,0.0
"3,45",SZC,0.0
"3,45",CEN,0.017
"3,44",ETJ,0.0
"3,44",BUI,0.0
"3,44",EOS,0.02
"3,44",RFI,0.0
"3,44",STK,0.001
"3,44",BMEZ,0.0
"3,44",EOI,0.11
"3,44",EXD,0.003
"3,44",RQI,0.002
"3,44",RNP,0.002
"3,44",BSTZ,0.002
"3,44",AIO,0.003
"3,44",CII,0.023
"3,44",BDJ,0.04
"3,44",CHN,0.001
"3,44",BGY,0.001
"3,44",IAF,0.002
"3,44",AWP,0.003
"3,44",BOE,0.003
"3,44",DPG,0.003
"3,44",NFJ,0.103
"3,44",AGD,0.002
"3,44",AEF,0.004
"3,44",ADX,0.505
"3,44",AOD,0.002
"3,44",BGR,0.003
"3,44",CPZ,0.001
"3,44",GLQ,0.001
"3,44",BCX,0.001
"3,44",JEQ,0.001
"3,44",IGR,0.004
"3,44",ASA,0.003
"3,44",PEO,0.034
"3,44",BIF,0.0
"3,44",CEM,0.0
"3,44",MIE,0.0
"3,44",CET,0.004
"3,44",DSE,0.001
"3,44",CTR,0.004
"3,44",GRF,0.042
"3,44",EMO,0.0
"3,44",SRV,0.007
"3,44",SZC,0.052
"3,44",CEN,0.007
"3,43",BUI,0.0
"3,43",EOS,0.02
"3,43",RFI,0.0
"3,43",STK,0.0
"3,43",BMEZ,0.0
"3,43",EOI,0.11
"3,43",EXD,0.002
"3,43",RQI,0.002
"3,43",RNP,0.002
"3,43",BSTZ,0.002
"3,43",AIO,0.003
"3,43",CII,0.033
"3,43",BDJ,0.04
"3,43",CHN,0.001
"3,43",BGY,0.001
"3,43",IAF,0.002
"3,43",AWP,0.003
"3,43",BOE,0.003
"3,43",DPG,0.003
"3,43",NFJ,0.103
"3,43",AGD,0.002
"3,43",AEF,0.004
"3,43",ADX,0.495
"3,43",AOD,0.002
"3,43",BGR,0.003
"3,43",CPZ,0.001
"3,43",GLQ,0.001
"3,43",BCX,0.001
"3,43",JEQ,0.001
"3,43",IGR,0.004
"3,43",ASA,0.003
"3,43",PEO,0.034
"3,43",BIF,0.0
"3,43",CEM,0.0
"3,43",MIE,0.0
"3,43",CET,0.004
"3,43",DSE,0.001
"3,43",CTR,0.004
"3,43",GRF,0.05
"3,43",EMO,0.0
"3,43",SRV,0.007
"3,43",SZC,0.052
"3,43",CEN,0.001
"3,42",EOS,0.03
"3,42",RFI,0.0
"3,42",STK,0.0
"3,42",BMEZ,0.0
"3,42",EOI,0.111
